protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa072056_T001,TRUE,Master Protein,Sn00001aa072056_T001,28,2,5,145,NA,1.076,0.792,0.996264803658802,0.375931114526712,1,0.930160269802072,99.2,106.7,157.4,124.7,9.26,6.74,12.78,1.27,High,0,12.503,2,16.8,6.55,19.34,2,0,60.9,40.7,84.1,46.7,82.9,10.3,204.7,14.8,56.4,15,130.4,118.5,142.7,140.2,142.4,125.5,226.5,189,162.4,165.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa096615_T001,TRUE,Master Protein,Sn00001aa096615_T001,11,5,11,560,NA,1.341,1.376,0.137057283363932,0.340516949948577,0.810327154798479,0.884190341923925,119.7,160.5,69.2,95.3,9.78,18.15,29.18,16.21,High,0,24.165,5,61.2,8.69,32.52,5,0,167.6,109.4,174.6,185.3,248.6,32.8,205.2,11.7,98.8,20.5,358.8,318.5,296.2,556.4,427,399.8,227.1,149.4,284.5,225.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007800_T001,TRUE,Master Protein,Sn00001aa007800_T001,10,4,4,510,NA,0.842,1.135,0.994801688765364,0.978919937609962,1,1,103.6,87.2,125,141.9,5.93,25.9,25.05,8.6,High,0,12.798,4,56.8,9.51,13.77,4,0,105.4,84.4,129.5,60.2,110.6,23.2,205.7,25.5,101,29.8,225.6,245.7,219.7,180.8,190,282.8,227.6,325.6,290.8,328.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa076149_T003,TRUE,Master Protein,Sn00001aa076149_T003,10,3,5,526,NA,0.932,1.497,0.983965053702763,0.0147063281588077,1,0.12570026784732,100,93.2,100.3,150.1,3.83,5.65,9.93,8.59,High,0,10.985,2,58.4,6.28,18.36,3,1,114.2,81.5,150.9,75.2,145.4,18.7,206.5,20.6,120,35.4,244.5,237.3,256,225.8,249.8,227.9,228.5,263.1,345.5,390.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa003072_T001,TRUE,Master Protein,Sn00001aa003072_T001,9,3,3,525,NA,0.365,0.289,0.00116031485179147,0.00127499804674436,0.0587765720932453,0.031443807339919,214.6,78.3,183.4,53,27.95,11.24,15.74,31.31,High,0,7.753,3,57.1,6.47,8.82,3,0,108.5,102.8,239,32.4,63.6,10,206.7,22.4,20.5,8.4,232.3,299.3,405.4,97.3,109.2,121.9,228.7,286,59,92.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa062583_T002,TRUE,Master Protein,Sn00001aa062583_T002,30,5,14,203,NA,1.12,1.183,0.954122207470761,0.796388655300933,1,1,126,141,81.5,96.4,15.47,16.54,15.98,5.33,High,0,27.585,3,23.3,5.29,47.25,5,1,185.1,161.6,204.1,171.8,258.3,30.3,206.9,22.5,109.4,26.5,396.3,470.5,346.2,515.9,443.7,369.3,229,287.3,315,292.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa077928_T001,TRUE,Master Protein,Sn00001aa077928_T001,12,3,3,335,NA,1.123,0.826,0.43177167693071,0.43821178305429,1,0.977143186596948,83.1,93.3,168,138.8,2.71,9.48,3.46,13.83,High,0,8.581,3,37.1,7.08,7.66,3,0,51.7,39,63.4,41.4,70.5,11.8,207.2,17.1,58.2,18.5,110.7,113.5,107.5,124.3,121.1,143.8,229.3,218.4,167.6,203.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa074280_T001,TRUE,Master Protein,Sn00001aa074280_T001,30,2,7,105,Met-loss [N-Term],0.619,0.584,0.745980954925575,0.819644775616864,1,1,147.6,91.3,122.6,71.5,30.58,52.8,73.4,11.78,High,0,17.119,2,12.4,8.5,30.61,2,0,72.3,53.5,150.4,32.1,113.7,6.1,207.7,5.7,28.5,6.3,154.8,155.8,255.1,96.4,195.3,74.4,229.8,72.8,82.1,69.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa015524_T004,TRUE,Master Protein,Sn00001aa015524_T004,10,4,5,423,NA,0.612,1.484,0.492970991877867,0.795867314196784,1,1,225,137.7,44.2,65.6,20.42,7.89,77.11,5.15,High,0,12.033,4,46.5,5.63,16.42,4,0,296.7,245.8,278.3,114,231.4,31.9,207.8,5.3,66.7,16.2,635.2,715.7,472.1,342.3,397.5,388.8,230,67.7,192,178.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa065862_T001,TRUE,Master Protein,Sn00001aa065862_T001,11,2,2,225,NA,1.016,0.76,0.999996291123473,0.843085018173509,1,1,151,153.4,104.8,79.6,11.65,13.17,31.19,28.99,High,0,6.007,2,25,8.15,6.97,2,0,123.7,104.4,142.5,99,156.6,18.7,207.8,11.5,39.4,15.6,264.8,304,241.7,297.3,269,227.9,230,146.8,113.4,171.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa079928_T001,TRUE,Master Protein,Sn00001aa079928_T001,7,3,4,383,NA,0.625,0.505,0.209677601937087,0.136312089912209,1,0.495748508566547,114.9,71.8,221.1,111.6,27.99,7.13,16.54,50.29,High,0,9.891,3,41.6,9.77,11.16,3,0,84.9,35.7,79.3,25.6,51.6,6.9,208,22.8,31.3,17.2,181.8,103.9,134.5,76.9,88.6,84.1,230.2,291.1,90.1,189.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa073530_T001,TRUE,Master Protein,Sn00001aa073530_T001,14,5,8,484,NA,0.878,0.971,0.879925175356416,0.999987632633945,1,1,185.8,163.2,65.2,63.3,10.03,16.38,39.34,13.24,High,0,22.364,5,51.8,7.47,25.72,5,0,230.8,187.4,263.1,158,252.6,28,208.4,10.2,64.2,13.9,494.1,545.6,446.3,474.4,433.9,341.3,230.6,130.2,184.8,153.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa093102_T001,TRUE,Master Protein,Sn00001aa093102_T001,4,5,6,1769,NA,1.14,1.548,0.717152198210102,0.304171818285714,1,0.823163037407808,81.1,92.5,111.4,172.4,18.77,21.63,20.5,4.2,High,0,12.116,5,191.1,8.18,18.07,5,0,79.1,39.7,85.7,50.1,96.5,18.4,208.6,13.5,110.5,27.2,169.3,115.6,145.4,150.4,165.8,224.3,230.8,172.4,318.1,299.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa100325_T001,TRUE,Master Protein,Sn00001aa100325_T001,13,2,2,222,NA,1.282,1.086,0.832789588597878,0.999392114488115,1,1,56.1,71.9,166.4,180.7,20.3,19,14.71,7.18,High,0,5.007,2,24.4,5.4,5.72,2,0,32.8,18.1,47,22.9,52.4,8.3,209,14.7,74.7,21.6,70.2,52.7,79.7,68.8,90,101.2,231.3,187.7,215.1,238.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa089492_T001,TRUE,Master Protein,Sn00001aa089492_T001,10,5,6,775,NA,1.09,1.064,0.985937053109069,0.983683983334575,1,1,109.7,119.6,115.9,123.3,2.16,9.59,7.22,5.1,High,0,21.98,2,85.8,5.11,21.8,5,0,106.4,81.6,136.1,87.7,146.5,17.9,209.4,20.1,86.9,24.4,227.8,237.6,230.9,263.3,251.6,218.2,231.7,256.7,250.2,268.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097026_T002,TRUE,Master Protein,Sn00001aa097026_T002,7,3,5,762,NA,1.621,1.052,0.00303194525469341,0.998153667831336,0.097493149729256,1,110.2,178.6,80.9,85.1,15.19,11.18,20.78,0.78,High,0,13.867,3,86.4,6.7,19.31,3,0,170.9,130.5,167.1,227.5,345.3,45.1,209.4,24.4,98.7,25.5,365.9,380,283.5,683.1,593.1,549.7,231.7,311.6,284.2,281.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa093400_T001,TRUE,Master Protein,Sn00001aa093400_T001,20,3,4,204,NA,0.822,1.591,0.861298885370305,0.0415807983058238,1,0.234663032487936,162.1,133.2,78.6,125.1,19.19,6.77,7.32,16.89,High,0,8.549,3,22.1,9.61,11.97,3,0,152.4,162.7,268.2,113.6,217.6,32,209.9,16.4,108.1,35.9,326.3,473.7,455,341.1,373.8,390,232.3,209.4,311.2,395.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa042662_T004,TRUE,Master Protein,Sn00001aa042662_T004,11,3,4,463,NA,0.933,0.739,0.980185585313214,0.68677594865079294,1,1,158.3,147.8,106.6,78.8,12.6,9.12,27.94,36.28,High,0,13.161,3,51.8,6.39,15.39,3,0,132.1,112.6,150.8,87.9,134.6,22.7,210.1,12.2,37.6,16.6,282.8,327.8,255.8,263.9,231.2,276.7,232.5,155.8,108.3,183,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001175_T001,TRUE,Master Protein,Sn00001aa001175_T001,53,20,78,563,NA,1.921,3.517,0.0016014435159416,1.46082849061813e-5,0.0673989463913534,0.00441420631907923,72.8,139.8,39.2,137.9,7.83,10.11,6.6,13.05,High,0,133.253,5,61.8,6.25,269.25,20,0,241.2,155.2,266.7,289.4,523.3,60.7,210.2,20,326.6,70.9,516.4,451.9,452.4,869,898.9,739.9,232.6,255.4,940.3,781.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa083646_T002,TRUE,Master Protein,Sn00001aa083646_T002,5,2,2,439,NA,0.834,0.754,0.508806793557461,0.269317306058341,1,0.767942795598008,139.3,116.2,119.4,90,9.16,9.46,19.5,10.95,High,0,4.874,2,46.5,8.51,5.57,2,0,145.9,121.5,175,86.8,144.7,24.4,210.7,24.1,64.9,19.8,312.3,353.8,296.9,260.6,248.5,297.4,233.2,307.7,186.9,218.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa034508_T003,TRUE,Master Protein,Sn00001aa034508_T003,18,5,10,381,NA,1.027,1.32,0.999695624248366,0.348130774614401,1,0.894903610505098,132.6,136.3,76.6,101,8.8,9.88,13.1,27.27,High,0,17.778,4,41.4,6.46,30.49,5,1,171.5,146.7,217.5,148.2,218,31.1,211.2,15.2,80.3,31,367.1,427.1,369,445,374.5,379.1,233.7,194.1,231.2,341.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa022118_T001,TRUE,Master Protein,Sn00001aa022118_T001,15,6,11,604,NA,0.791,0.928,0.69435223482029,0.999946516299249,1,1,124.7,98.6,119.7,111,14.69,37.17,79.07,7.71,High,0,22.689,3,67.2,8.85,36.37,6,0,59.9,44.7,97.3,40.7,59.9,4.5,212.2,5.2,38.1,11.1,128.2,130.1,165.1,122.2,102.9,54.8,234.8,66.4,109.7,122.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa011353_T001,TRUE,Master Protein,Sn00001aa011353_T001,19,5,5,276,NA,0.844,0.822,0.952837468012752,0.704836633540577,1,1,158.3,133.6,94.1,77.3,5.79,19.07,13.99,22.75,High,0,11.741,5,29.5,9.06,14.65,5,0,179.9,123,202.7,135.5,169.9,24.8,212.5,15.1,71.5,13.5,385.1,358.1,343.8,406.9,291.8,302.3,235.2,192.8,205.9,148.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa099295_T001,TRUE,Master Protein,Sn00001aa099295_T001,5,3,3,773,NA,0.47,1.235,0.185530448654453,0.978635903707684,0.938869993383877,1,222.4,104.5,83.8,103.5,10.79,17.87,77.41,3.09,High,0,5.833,2,84.6,7.84,8.19,3,1,158,128.8,178,52.7,92.5,17.5,213,5.4,53.5,14.6,338.2,375,301.9,158.2,158.9,213.3,235.7,69,154,160.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016979_T004,TRUE,Master Protein,Sn00001aa016979_T004,13,5,6,371,NA,0.793,0.998,0.124256816109143,0.999999998804875,0.758197873269906,1,135.2,107.3,106.7,106.4,6.23,12.39,15.69,8.57,High,0,10.276,5,40.7,7.09,14.9,5,0,125.1,98,148.5,63.1,123.7,19.9,213.4,14.8,77.8,18,267.8,285.3,251.9,189.5,212.5,242.6,236.2,189,224,198.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa088039_T001,TRUE,Master Protein,Sn00001aa088039_T001,8,5,5,985,NA,1.014,1.135,0.99808941562371,0.920356216859631,1,1,90.5,91.7,136.9,155.4,2.16,7.18,8.27,32.09,High,0,15.359,5,111.2,6.42,17.04,5,0,77.3,57.7,94.9,54.3,97.7,15.3,213.5,20.8,78.4,32.5,165.5,168,161,163,167.8,186.5,236.3,265.6,225.7,358.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035480_T001,TRUE,Master Protein,Sn00001aa035480_T001,5,2,4,662,NA,0.897,0.996,0.99999998954489,0.999999994805945,1,1,146.5,131.4,94.5,94.1,5.96,17.29,1.26,2.69,High,0,7.431,2,74.3,6.61,13.77,2,0,174.7,114.4,214.3,143.2,189.9,26.2,213.8,18.2,79.6,21.6,374,333.1,363.5,430,326.2,319.3,236.6,232.4,229.2,238.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa002340_T002,TRUE,Master Protein,Sn00001aa002340_T002,20,4,11,260,NA,1.71,1.576,0.111989557181742,0.294993085277361,0.727546814020185,0.810111541575485,131.6,225.1,23.8,37.5,17.29,7.77,23.36,12.76,High,0,15.06,1,27.3,5.78,50.59,4,1,518.6,472,579.1,664.5,995.6,155.8,214.2,13.3,120.2,26.2,1110.2,1374.2,982.3,1995.3,1710.1,1899,237,169.8,346.1,288.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa020897_T001,TRUE,Master Protein,Sn00001aa020897_T001,18,4,5,251,NA,0.827,0.805,0.608943341468712,0.690646900124761,1,1,139.7,115.5,112,90.2,8.5,8.14,13.66,21.39,High,0,11.031,4,28.7,6.8,13.78,4,0,135.8,84.2,158.2,79.2,117.6,18.2,214.3,15.3,70.1,13.5,290.7,245.2,268.4,237.8,202,221.8,237.2,195.4,201.8,148.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056018_T001,TRUE,Master Protein,Sn00001aa056018_T001,71,11,75,177,NA,4.364,7.04,0.00201891440405355,0.00226650207682477,0.0746963473487673,0.0441446150359094,48.6,212.1,22.9,161.3,35.71,7.46,2.69,47.96,High,0,54.933,5,18.6,6.7,227.42,11,0,274.1,94.1,302.4,745.5,1365.8,166,214.4,19.3,841.6,108.5,586.8,274,513,2238.5,2346,2023.3,237.3,246.5,2423.1,1195.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa036515_T004,TRUE,Master Protein,Sn00001aa036515_T004,7,2,4,446,NA,0.923,0.9,0.999942631326273,0.986486819343717,1,1,130.3,120.3,104,93.6,10.08,9.83,39.33,15.03,High,0,10.004,2,49.2,8.92,12.53,2,0,104.4,77.4,110.5,80.8,120.1,16.8,214.5,10.5,50.1,16.2,223.5,225.4,187.4,242.6,206.3,204.8,237.4,134.1,144.2,178.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa025035_T001,TRUE,Master Protein,Sn00001aa025035_T001,10,6,11,817,NA,0.941,0.807,0.610939596843033,0.510052000779348,1,1,143.9,135.5,94.5,76.3,11.99,11.24,17.51,2.19,High,0,21.73,4,91.3,6.7,37.13,6,1,149.1,134.1,188.2,107.2,174.9,21.1,214.6,14.5,57.9,15.6,319.2,390.4,319.2,321.9,300.4,257.2,237.5,185.2,166.7,171.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016299_T001,TRUE,Master Protein,Sn00001aa016299_T001,8,4,10,494,NA,1.53,0.903,0.335060697912554,0.99737893375009,1,1,114.2,174.8,79.5,71.8,12.39,10.47,39.36,40.4,High,0,15.788,4,54.5,5.81,28.79,4,0,119.8,106.4,146,153.2,221.3,32.2,214.6,10.5,75.1,10.9,256.5,309.8,247.7,460,380.1,392.5,237.5,134.1,216.2,120.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa028370_T001,TRUE,Master Protein,Sn00001aa028370_T001,12,3,4,354,NA,0.958,1.406,0.998321579548272,0.452962082422125,1,0.992032922695463,115.6,110.7,91.2,128.3,15.4,8.99,29.66,18.24,High,0,10.133,3,40.8,6.84,16.06,3,0,121.3,65.8,144,77.9,156.8,18.8,215.5,12.2,82.7,28,259.7,191.6,244.3,233.9,269.3,229.1,238.5,155.8,238.1,308.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa077613_T002,TRUE,Master Protein,Sn00001aa077613_T002,9,6,8,769,NA,1.438,1.35,0.214654672589008,0.629812155152531,1,1,112.5,161.7,76.9,103.9,0.96,16.13,44.34,20.81,High,0,20.945,2,87.2,6,22.45,6,2,222.6,165.9,286.2,280.9,404.3,50.5,215.9,35.8,179.7,34.9,476.5,483,485.5,843.5,694.5,615.5,238.9,457.1,517.4,384.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016655_T001,TRUE,Master Protein,Sn00001aa016655_T001,14,3,3,309,NA,0.795,0.594,0.853224426620522,0.608533681783957,1,1,153.7,122.2,105.1,62.4,11.34,19.43,70.2,44.41,High,0,8.631,3,34.9,6.3,9.6,3,0,79.6,69.7,125.4,53.7,95.3,9.3,216,6.3,39.6,5.4,170.4,202.9,212.7,161.2,163.7,113.4,239,80.4,114,59.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa018624_T001,TRUE,Master Protein,Sn00001aa018624_T001,13,8,10,668,NA,1.099,1.426,0.929023028076618,0.195491813494298,1,0.620543711483257,117.1,128.6,85.9,122.6,14.08,14.92,23.16,1.29,High,0,21.396,8,73.5,8.87,27.66,8,0,183.7,132.2,177.8,148,193.3,34.7,216.4,26.1,138.7,36.9,393.3,384.9,301.6,444.4,332,422.9,239.5,333.3,399.3,406.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa092707_T002,TRUE,Master Protein,Sn00001aa092707_T002,8,5,6,845,NA,0.983,0.812,0.926690435694461,0.185224316003772,1,0.603491178698673,133.4,131.1,108.6,88.2,2.64,11.72,7.25,7.76,High,0,13.368,5,92.8,6.81,17.36,5,0,148,106.4,177.2,106.1,177.3,20.8,216.6,20.8,75.2,17.6,316.8,309.8,300.6,318.6,304.5,253.5,239.7,265.6,216.5,194,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040644_T002,TRUE,Master Protein,Sn00001aa040644_T002,47,8,29,200,Met-loss [N-Term],0.758,0.85,0.999955172616433,0.999375789085172,1,1,49.1,37.2,205.8,174.9,14.57,55.19,4.68,9.85,High,0,38.391,2,21.2,4.6,79.49,8,0,25.9,15.3,35.1,14,50.9,2.6,217,17.6,73.5,16.7,55.4,44.5,59.5,42,87.4,31.7,240.1,224.7,211.6,184.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa080468_T001,TRUE,Master Protein,Sn00001aa080468_T001,12,5,7,594,NA,0.687,1.033,0.0435273102492405,0.999909761481301,0.418635524247178,1,131.4,90.3,136.2,140.7,17.62,14.71,4.41,19.62,High,0,18.485,5,66.7,6.87,27.03,5,0,91.8,82.4,165.5,42.3,96,13.7,217.9,20.1,77.6,26.8,196.5,239.9,280.7,127,164.9,167,241.1,256.7,223.4,295.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa092395_T001,TRUE,Master Protein,Sn00001aa092395_T001,67,16,82,402,NA,1.579,1.997,0.202734823220263,0.0334208328899823,0.991082704566,0.201861067187009,91.3,144.3,72.7,145.1,11.54,25.81,23.54,14.63,High,0,146.058,2,42.4,5.5,292.7,16,0,119.7,105.1,146.5,167.6,235.6,24.3,218,13.5,156.9,33.3,256.3,306,248.5,503.3,404.7,296.2,241.2,172.4,451.7,367,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa015830_T001,TRUE,Master Protein,Sn00001aa015830_T001,36,6,13,212,NA,1.169,2.777,0.975274856172182,0.0572561288305067,1,0.291789774108213,68.8,80.5,61.5,170.7,9.51,35.89,30.54,8.25,High,0,38.174,4,23.1,5.72,57.83,6,2,157.1,101.6,210.8,89.9,228.9,46.1,218,29.3,307.2,71.4,336.3,295.8,357.6,269.9,393.2,561.9,241.2,374.1,884.5,787,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa006562_T001,TRUE,Master Protein,Sn00001aa006562_T001,14,7,13,729,NA,1.068,2.843,0.82527590898835,0.0225170557136585,1,0.158548855677531,67.2,71.8,52.6,149.4,11.38,41.56,8.14,1.25,High,0,30.512,6,78.4,6.34,42.32,7,0,152.6,92.2,195.5,95.7,203.1,50.3,218,21.2,250.1,66.5,326.7,268.4,331.6,287.4,348.9,613.1,241.2,270.7,720.1,733,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa096303_T001,TRUE,Master Protein,Sn00001aa096303_T001,37,5,8,232,NA,0.898,0.541,0.98951937682377,0.0353441023367294,1,0.209763875596661,119.5,107.3,166.7,90.2,15.29,13.27,3.29,21.03,High,0,27.943,2,25.3,6.33,27.02,5,0,83.5,45.5,100,55,73.7,12.5,218.8,18.1,38.3,13.5,178.8,132.5,169.6,165.1,126.6,152.4,242.1,231.1,110.3,148.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa005824_T002,TRUE,Master Protein,Sn00001aa005824_T002,16,3,4,324,NA,1.112,1.32,0.839968797126616,0.864414067129733,1,1,62,69,155.2,204.9,29.74,30.01,8.2,0.47,High,0,10.568,3,36,6.23,13.61,3,0,43.2,17.7,53.9,22.8,59.2,10.5,219,16.9,105.2,27.3,92.5,51.5,91.4,68.5,101.7,128,242.4,215.8,302.9,300.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa060325_T001,TRUE,Master Protein,Sn00001aa060325_T001,13,7,8,651,NA,1.064,2.264,0.992001289595492,0.0036603543021112,1,0.0577617355318417,93.2,99.2,76.6,173.4,3.12,5.98,31.39,12.92,High,0,16.57,7,71.8,5.31,20.34,7,0,116.1,80.9,138.9,81.7,146,22.5,219.3,12.1,166.9,36.3,248.5,235.5,235.6,245.3,250.8,274.2,242.7,154.5,480.5,400.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa010827_T001,TRUE,Master Protein,Sn00001aa010827_T001,19,3,5,321,NA,1.159,0.89,0.997918141296889,0.987953726373052,1,1,99.6,115.4,123.4,109.8,20.09,19.85,20.23,5.48,High,0,13.526,3,34.4,7.93,16.81,3,0,70.5,76,100.4,50.9,114.9,18.8,220.1,14.3,62.7,17.7,150.9,221.3,170.3,152.8,197.4,229.1,243.6,182.6,180.5,195.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001959_T001,TRUE,Master Protein,Sn00001aa001959_T001,5,2,2,336,NA,1.23,0.484,0.953419110383992,0.147878539795026,1,0.522365877378824,56.2,69.1,282.2,136.6,18.92,19.09,5.78,9.74,High,0,5.435,2,36,5.49,5.64,2,0,23.6,12.7,31.7,14.6,36.5,5.1,220.1,20.7,45.7,10.4,50.5,37,53.8,43.8,62.7,62.2,243.6,264.3,131.6,114.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa088805_T001,TRUE,Master Protein,Sn00001aa088805_T001,27,12,19,487,NA,1.153,0.887,0.687608512777544,0.895927858611426,1,1,142.2,163.9,90.2,80,4.41,8.25,2.22,11.24,High,0,28.392,6,54.6,8.7,47.88,12,0,170.6,136.5,230.2,149.9,234.8,39,220.3,19.7,82.6,18.4,365.2,397.4,390.5,450.1,403.3,475.4,243.8,251.6,237.8,202.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa018079_T002,TRUE,Master Protein,Sn00001aa018079_T002,16,3,4,313,NA,0.983,0.657,0.938390878488245,0.41734665748019,1,0.948628334124555,37.7,37.1,238.3,156.5,30.1,14.33,14.39,8.31,High,0,15.091,1,35.1,6.65,20.36,3,0,18.9,7.4,20.6,14.2,20,2.7,220.8,15.6,53.4,12.4,40.5,21.5,34.9,42.6,34.4,32.9,244.3,199.2,153.7,136.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa069130_T001,TRUE,Master Protein,Sn00001aa069130_T001,7,3,11,515,NA,1.15,1.23,0.974728287542502,0.98343385745361,1,1,204.3,234.8,22.4,27.6,3.19,19.36,3.48,24.39,High,0,10.938,3,57,7.09,31.66,3,0,1102.7,787.6,1305.6,877.9,1366.2,278.4,221.9,20.2,128,23.6,2360.6,2293.1,2214.7,2636.1,2346.7,3393.3,245.6,257.9,368.5,260.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa067386_T001,TRUE,Master Protein,Sn00001aa067386_T001,28,5,24,367,NA,1.144,3.16,0.999790251501497,0.0938441274768067,1,0.397157059701764,56.5,64.6,90.3,285.5,11.94,14.91,39.85,54.08,High,0,42.341,2,37.4,8.51,97.88,5,0,53.8,35.4,77.1,35,76.7,11.6,222.4,10.8,302.5,35.3,115.2,103.1,130.8,105.1,131.7,141.4,246.1,137.9,870.9,389.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa093223_T001,TRUE,Master Protein,Sn00001aa093223_T001,23,5,6,336,NA,1.301,0.996,0.468367948602129,0.999999998750904,1,1,119.5,155.4,96.7,96.3,4.87,13.14,19.33,20.94,High,0,17.014,5,35.8,7.06,22.37,5,0,155.6,126.1,205.8,176.6,264.4,33.6,222.6,25.4,113.5,22,333.1,367.1,349.1,530.3,454.2,409.5,246.3,324.3,326.8,242.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa069604_T001,TRUE,Master Protein,Sn00001aa069604_T001,14,2,3,145,NA,0.873,1.119,0.999980532057949,0.998926747533549,1,1,116.3,101.5,133.3,149.1,14.41,42.65,61.2,14.16,High,0,5.209,1,16,10.67,8.68,2,0,160.2,139,179.5,99.7,162.3,46.9,223.4,48.9,138.1,44.1,343,404.7,304.5,299.4,278.8,571.6,247.2,624.4,397.6,486.1,High,High,High,High,High,High,High,High,High,High,1
