rank,species,protein_id,orthogroup,log2FC,DAP,description,go_id,go_term,PPV
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0006207,'de novo' pyrimidine nucleobase biosynthetic process,0.730194233325
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0006221,pyrimidine nucleotide biosynthetic process,0.68874567943
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0046704,CDP metabolic process,0.475325204904
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0009194,pyrimidine ribonucleoside diphosphate biosynthetic process,0.458511988685
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0046048,UDP metabolic process,0.457988932332
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0009260,ribonucleotide biosynthetic process,0.411804159338
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0006428,isoleucyl-tRNA aminoacylation,0.35303276782
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0048608,reproductive structure development,0.352463582656
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0009791,post-embryonic development,0.35184580639
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0032543,mitochondrial translation,0.351142268498
112,Sn,Sn00001aa008274_T003,NA,-1.6082322800440032,Down,UMP-CMP kinase,0106074,aminoacyl-tRNA metabolism involved in translational fidelity,0.347350656893
113,Sn,Sn00001aa000544_T001,NA,-1.67116353577046,Down,RAB GTPase homolog A4A,NA,NA,NA
114,Sn,Sn00001aa053626_T001,OG0018010,-1.6850135145314844,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.755078925835
114,Sn,Sn00001aa053626_T001,OG0018010,-1.6850135145314844,Down,Peroxidase,0006979,response to oxidative stress,0.697891713656
114,Sn,Sn00001aa053626_T001,OG0018010,-1.6850135145314844,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688738727447
115,Sn,Sn00001aa076816_T003,OG0011547,-1.7710274302398392,Down,Carbohydrate kinase PfkB domain-containing protein,0006000,fructose metabolic process,0.7478784823
115,Sn,Sn00001aa076816_T003,OG0011547,-1.7710274302398392,Down,Carbohydrate kinase PfkB domain-containing protein,0046835,carbohydrate phosphorylation,0.691969184369
115,Sn,Sn00001aa076816_T003,OG0011547,-1.7710274302398392,Down,Carbohydrate kinase PfkB domain-containing protein,0019252,starch biosynthetic process,0.39840919854
116,Sn,Sn00001aa085589_T001,NA,-1.7759597257820698,Down,Sucrose synthase,0005985,sucrose metabolic process,0.800522310068
116,Sn,Sn00001aa085589_T001,NA,-1.7759597257820698,Down,Sucrose synthase,0010037,response to carbon dioxide,0.568968883458
116,Sn,Sn00001aa085589_T001,NA,-1.7759597257820698,Down,Sucrose synthase,0009987,cellular process,0.397727394568
117,Sn,Sn00001aa003072_T001,OG0006869,-1.7908586021614084,Down,Endoglucanase,0030245,cellulose catabolic process,0.770370403442
117,Sn,Sn00001aa003072_T001,OG0006869,-1.7908586021614084,Down,Endoglucanase,0140042,lipid droplet formation,0.403858084897
117,Sn,Sn00001aa003072_T001,OG0006869,-1.7908586021614084,Down,Endoglucanase,0006629,lipid metabolic process,0.359580545658
117,Sn,Sn00001aa003072_T001,OG0006869,-1.7908586021614084,Down,Endoglucanase,0071555,cell wall organization,0.343975974905
118,Sn,Sn00001aa042255_T001,OG0016783,-1.8008773579863993,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.755075379911
118,Sn,Sn00001aa042255_T001,OG0016783,-1.8008773579863993,Down,Peroxidase,0006979,response to oxidative stress,0.697888617979
118,Sn,Sn00001aa042255_T001,OG0016783,-1.8008773579863993,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688735703833
119,Sn,Sn00001aa048684_T001,OG0003663,-1.8468432119385796,Down,Transmembrane 9 superfamily member,0072657,protein localization to membrane,0.655998620587
120,Sn,Sn00001aa047322_T003,OG0007249,-1.888968687611256,Down,Fibronectin type III-like domain-containing protein,0031222,arabinan catabolic process,0.781873529015
120,Sn,Sn00001aa047322_T003,OG0007249,-1.888968687611256,Down,Fibronectin type III-like domain-containing protein,0045493,xylan catabolic process,0.775915877355
121,Sn,Sn00001aa091279_T001,OG0003576,-1.9885043611621709,Down,DUF642 domain-containing protein,NA,NA,NA
122,Sn,Sn00001aa009014_T001,OG0000715,-2.4035418604410146,Down,Phenylalanine ammonia-lyase,0009800,cinnamic acid biosynthetic process,0.829413669179
122,Sn,Sn00001aa009014_T001,OG0000715,-2.4035418604410146,Down,Phenylalanine ammonia-lyase,0006559,L-phenylalanine catabolic process,0.775786501715
122,Sn,Sn00001aa009014_T001,OG0000715,-2.4035418604410146,Down,Phenylalanine ammonia-lyase,0016598,protein arginylation,0.376631377671
122,Sn,Sn00001aa009014_T001,OG0000715,-2.4035418604410146,Down,Phenylalanine ammonia-lyase,0046898,response to cycloheximide,0.369829806712
122,Sn,Sn00001aa009014_T001,OG0000715,-2.4035418604410146,Down,Phenylalanine ammonia-lyase,0009739,response to gibberellin,0.358297638078
1,Trip19,Td00001aa022594_T002,OG0022470,5.00162211964968,Up,"Late embryogenesis abundant protein, group 3",0009631,cold acclimation,0.553760941814
2,Trip19,Td00001aa029496_T001,OG0016115,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,0009651,response to salt stress,0.78228729511
2,Trip19,Td00001aa029496_T001,OG0016115,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,0042542,response to hydrogen peroxide,0.769306976228
2,Trip19,Td00001aa029496_T001,OG0016115,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,0051259,protein complex oligomerization,0.733800982233
2,Trip19,Td00001aa029496_T001,OG0016115,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,0009408,response to heat,0.725943496674
2,Trip19,Td00001aa029496_T001,OG0016115,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,0006457,protein folding,0.676121533527
3,Trip19,Td00001aa040338_T001,OG0051958,3.81424277977989,Up,Abscisic stress ripening,NA,NA,NA
4,Trip19,Td00001aa013159_T001,OG0006288,3.69231559916945,Up,TLC domain-containing protein,NA,NA,NA
5,Trip19,Td00001aa022969_T001,OG0013697,3.6585542606509,Up,Aldose reductase,0001516,prostaglandin biosynthetic process,0.349830581469
6,Trip19,Td00001aa027412_T001,OG0024318,3.43175666019445,Up,Dehydrin,NA,NA,NA
7,Trip19,Td00001aa005038_T001,OG0009930,3.29851169276436,Up,Seed biotin-containing protein SBP65,0009631,cold acclimation,0.851698991499
8,Trip19,Td00001aa023916_T001,OG0014428,3.22265002245148,Up,Polygalacturonase inhibitor,0006338,chromatin remodeling,0.555531033907
9,Trip19,Td00001aa014362_T001,OG0016578,3.10802256251641,Up,"Heat shock protein, chloroplastic",0009408,response to heat,0.726056829141
10,Trip19,Td00001aa004040_T001,OG0009809,3.06626144226872,Up,Dehydrin,0009415,response to water,0.824601506582
10,Trip19,Td00001aa004040_T001,OG0009809,3.06626144226872,Up,Dehydrin,0009631,cold acclimation,0.822388613811
10,Trip19,Td00001aa004040_T001,OG0009809,3.06626144226872,Up,Dehydrin,0009737,response to abscisic acid,0.763956271197
11,Trip19,Td00001aa026590_T004,OG0016454,2.94990839795332,Up,"39 kDa EF-Hand containing protein, putative, expressed",NA,NA,NA
12,Trip19,Td00001aa024450_T001,OG0000642,2.94598218599746,Up,Glutathione S-transferase,0006749,glutathione metabolic process,0.727045528404
12,Trip19,Td00001aa024450_T001,OG0000642,2.94598218599746,Up,Glutathione S-transferase,0019852,L-ascorbic acid metabolic process,0.332196129962
12,Trip19,Td00001aa024450_T001,OG0000642,2.94598218599746,Up,Glutathione S-transferase,0042744,hydrogen peroxide catabolic process,0.329394824295
12,Trip19,Td00001aa024450_T001,OG0000642,2.94598218599746,Up,Glutathione S-transferase,0098869,cellular oxidant detoxification,0.325757310528
13,Trip19,Td00001aa025492_T002,OG0012185,2.91838623444635,Up,Methionine gamma-lyase,0019346,transsulfuration,0.759474653648
14,Trip19,Td00001aa032866_T001,OG0014118,2.89005751138785,Up,"Outer envelope pore protein 16-2, chloroplastic",0003333,amino acid transmembrane transport,0.66340052723
15,Trip19,Td00001aa026762_T001,OG0000568,2.7454524831317,Up,Ent-cassadiene C2-hydroxylase,0016101,diterpenoid metabolic process,0.730675144308
15,Trip19,Td00001aa026762_T001,OG0000568,2.7454524831317,Up,Ent-cassadiene C2-hydroxylase,0008299,isoprenoid biosynthetic process,0.400484621903
15,Trip19,Td00001aa026762_T001,OG0000568,2.7454524831317,Up,Ent-cassadiene C2-hydroxylase,0044550,secondary metabolite biosynthetic process,0.36647126447
15,Trip19,Td00001aa026762_T001,OG0000568,2.7454524831317,Up,Ent-cassadiene C2-hydroxylase,0033076,isoquinoline alkaloid metabolic process,0.355162165162
16,Trip19,Td00001aa017178_T002,NA,2.72399534471519,Up,Dehydrin,0009415,response to water,0.824597285021
16,Trip19,Td00001aa017178_T002,NA,2.72399534471519,Up,Dehydrin,0009631,cold acclimation,0.796125693911
16,Trip19,Td00001aa017178_T002,NA,2.72399534471519,Up,Dehydrin,0009737,response to abscisic acid,0.740657689111
17,Trip19,Td00001aa004295_T001,OG0012515,2.62854031926276,Up,Temperature-induced lipocalin,0000302,response to reactive oxygen species,0.696478325939
17,Trip19,Td00001aa004295_T001,OG0012515,2.62854031926276,Up,Temperature-induced lipocalin,0006629,lipid metabolic process,0.576298771459
17,Trip19,Td00001aa004295_T001,OG0012515,2.62854031926276,Up,Temperature-induced lipocalin,0009987,cellular process,0.388854457057
18,Trip19,Td00001aa014939_T002,OG0008494,2.62480276525295,Up,UDP-glucose 4-epimerase,0006012,galactose metabolic process,0.755946416255
18,Trip19,Td00001aa014939_T002,OG0008494,2.62480276525295,Up,UDP-glucose 4-epimerase,0009987,cellular process,0.397727077835
19,Trip19,Td00001aa033192_T001,OG0000288,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,0006950,response to stress,0.60363252451
19,Trip19,Td00001aa033192_T001,OG0000288,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,0051259,protein complex oligomerization,0.548290569932
19,Trip19,Td00001aa033192_T001,OG0000288,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,0009266,response to temperature stimulus,0.541287328844
19,Trip19,Td00001aa033192_T001,OG0000288,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,1901700,response to oxygen-containing compound,0.531622968389
19,Trip19,Td00001aa033192_T001,OG0000288,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,0006457,protein folding,0.515547298848
20,Trip19,Td00001aa000735_T001,OG0002718,2.44810804371056,Up,X8 domain-containing protein,0005975,carbohydrate metabolic process,0.600653949398
20,Trip19,Td00001aa000735_T001,OG0002718,2.44810804371056,Up,X8 domain-containing protein,0009987,cellular process,0.397723270126
21,Trip19,Td00001aa019065_T001,OG0005483,2.32567423412026,Up,Small heat shock protein HSP17.8,0009651,response to salt stress,0.505170955915
21,Trip19,Td00001aa019065_T001,OG0005483,2.32567423412026,Up,Small heat shock protein HSP17.8,0042542,response to hydrogen peroxide,0.499722366807
21,Trip19,Td00001aa019065_T001,OG0005483,2.32567423412026,Up,Small heat shock protein HSP17.8,0009408,response to heat,0.492027404906
21,Trip19,Td00001aa019065_T001,OG0005483,2.32567423412026,Up,Small heat shock protein HSP17.8,0051259,protein complex oligomerization,0.484818451586
21,Trip19,Td00001aa019065_T001,OG0005483,2.32567423412026,Up,Small heat shock protein HSP17.8,0006457,protein folding,0.460607057486
22,Trip19,Td00001aa022732_T002,OG0025011,2.29425313644451,Up,Globin domain-containing protein,NA,NA,NA
23,Trip19,Td00001aa024451_T001,OG0000642,2.27142567609293,Up,Glutathione S-transferase,0006749,glutathione metabolic process,0.730641439784
23,Trip19,Td00001aa024451_T001,OG0000642,2.27142567609293,Up,Glutathione S-transferase,0019852,L-ascorbic acid metabolic process,0.326467740805
23,Trip19,Td00001aa024451_T001,OG0000642,2.27142567609293,Up,Glutathione S-transferase,0042744,hydrogen peroxide catabolic process,0.324250043414
23,Trip19,Td00001aa024451_T001,OG0000642,2.27142567609293,Up,Glutathione S-transferase,0098869,cellular oxidant detoxification,0.321370348819
24,Trip19,Td00001aa020613_T001,OG0017265,2.2606279081267,Up,Transmembrane protein,NA,NA,NA
25,Trip19,Td00001aa031042_T001,OG0013692,2.24549566281992,Up,PEBP (Phosphatidylethanolamine-binding protein) family protein,NA,NA,NA
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0043436,oxoacid metabolic process,0.575580953979
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0006099,tricarboxylic acid cycle,0.448036592317
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0006081,cellular aldehyde metabolic process,0.34364167485
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0008033,tRNA processing,0.340994033101
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0032259,methylation,0.338558892752
26,Trip19,Td00001aa021652_T001,OG0022704,2.15962918582123,Up,Aconitate hydratase,0005975,carbohydrate metabolic process,0.33392066685
27,Trip19,Td00001aa033337_T001,OG0003421,2.13027195451886,Up,KOW domain-containing protein,0006412,translation,0.568563391389
27,Trip19,Td00001aa033337_T001,OG0003421,2.13027195451886,Up,KOW domain-containing protein,0042273,ribosomal large subunit biogenesis,0.448703885387
28,Trip19,Td00001aa010483_T002,NA,2.09085343045111,Up,Malic enzyme,0006108,malate metabolic process,0.777569072635
28,Trip19,Td00001aa010483_T002,NA,2.09085343045111,Up,Malic enzyme,0006090,pyruvate metabolic process,0.668957691944
29,Trip19,Td00001aa033308_T001,OG0000288,2.0799753767206,Up,Class I heat shock protein 1,0009651,response to salt stress,0.645876726469
29,Trip19,Td00001aa033308_T001,OG0000288,2.0799753767206,Up,Class I heat shock protein 1,0009408,response to heat,0.645767427114
29,Trip19,Td00001aa033308_T001,OG0000288,2.0799753767206,Up,Class I heat shock protein 1,0042542,response to hydrogen peroxide,0.636603902946
29,Trip19,Td00001aa033308_T001,OG0000288,2.0799753767206,Up,Class I heat shock protein 1,0051259,protein complex oligomerization,0.611239285994
29,Trip19,Td00001aa033308_T001,OG0000288,2.0799753767206,Up,Class I heat shock protein 1,0006457,protein folding,0.570034493288
30,Trip19,Td00001aa024207_T001,OG0012032,2.0621217119078,Up,Actin-depolymerizing factor 3,0030042,actin filament depolymerization,0.821632666513
31,Trip19,Td00001aa027099_T003,NA,2.01899017538475,Up,Fe2OG dioxygenase domain-containing protein,0009058,biosynthetic process,0.373868765839
31,Trip19,Td00001aa027099_T003,NA,2.01899017538475,Up,Fe2OG dioxygenase domain-containing protein,0002238,response to molecule of fungal origin,0.355318701666
31,Trip19,Td00001aa027099_T003,NA,2.01899017538475,Up,Fe2OG dioxygenase domain-containing protein,0009804,coumarin metabolic process,0.354789288635
31,Trip19,Td00001aa027099_T003,NA,2.01899017538475,Up,Fe2OG dioxygenase domain-containing protein,0009987,cellular process,0.341071878599
32,Trip19,Td00001aa025429_T004,OG0013350,2.00108161572545,Up,Protein DETOXIFICATION,1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,0.776938113919
33,Trip19,Td00001aa008985_T001,OG0005483,1.97452931248388,Up,Small heat shock protein HSP17.8,0009651,response to salt stress,0.489332259386
33,Trip19,Td00001aa008985_T001,OG0005483,1.97452931248388,Up,Small heat shock protein HSP17.8,0042542,response to hydrogen peroxide,0.484314149341
33,Trip19,Td00001aa008985_T001,OG0005483,1.97452931248388,Up,Small heat shock protein HSP17.8,0009408,response to heat,0.47866996518
33,Trip19,Td00001aa008985_T001,OG0005483,1.97452931248388,Up,Small heat shock protein HSP17.8,0051259,protein complex oligomerization,0.470587754271
33,Trip19,Td00001aa008985_T001,OG0005483,1.97452931248388,Up,Small heat shock protein HSP17.8,0006457,protein folding,0.448289240379
34,Trip19,Td00001aa019363_T002,OG0008548,1.89878879711155,Up,phosphoenolpyruvate carboxykinase (ATP),0006094,gluconeogenesis,0.726885270864
34,Trip19,Td00001aa019363_T002,OG0008548,1.89878879711155,Up,phosphoenolpyruvate carboxykinase (ATP),0009987,cellular process,0.39772740353
35,Trip19,Td00001aa003480_T001,OG0005710,1.89103026784092,Up,UspA domain-containing protein,0009409,response to cold,0.416512122679
36,Trip19,Td00001aa019280_T001,OG0000034,1.86591881455221,Up,Heat shock protein 70,0006457,protein folding,0.676287956874
37,Trip19,Td00001aa037279_T002,OG0008674,1.82007682109751,Up,"Starch synthase, chloroplastic/amyloplastic",0019252,starch biosynthetic process,0.830589551045
37,Trip19,Td00001aa037279_T002,OG0008674,1.82007682109751,Up,"Starch synthase, chloroplastic/amyloplastic",0010021,amylopectin biosynthetic process,0.614224693468
37,Trip19,Td00001aa037279_T002,OG0008674,1.82007682109751,Up,"Starch synthase, chloroplastic/amyloplastic",0009960,endosperm development,0.572304164669
38,Trip19,Td00001aa001511_T001,OG0014697,1.79659775404831,Up,glutathione transferase,0006749,glutathione metabolic process,0.730642628749
38,Trip19,Td00001aa001511_T001,OG0014697,1.79659775404831,Up,glutathione transferase,0009407,toxin catabolic process,0.353281455426
38,Trip19,Td00001aa001511_T001,OG0014697,1.79659775404831,Up,glutathione transferase,0006952,defense response,0.351712816675
39,Trip19,Td00001aa033621_T001,OG0005483,1.79327165449808,Up,Small heat shock protein HSP17.8,0009651,response to salt stress,0.533930446188
39,Trip19,Td00001aa033621_T001,OG0005483,1.79327165449808,Up,Small heat shock protein HSP17.8,0042542,response to hydrogen peroxide,0.527700204472
39,Trip19,Td00001aa033621_T001,OG0005483,1.79327165449808,Up,Small heat shock protein HSP17.8,0009408,response to heat,0.520457454749
39,Trip19,Td00001aa033621_T001,OG0005483,1.79327165449808,Up,Small heat shock protein HSP17.8,0051259,protein complex oligomerization,0.510658179005
39,Trip19,Td00001aa033621_T001,OG0005483,1.79327165449808,Up,Small heat shock protein HSP17.8,0006457,protein folding,0.482973427133
40,Trip19,Td00001aa039232_T002,OG0002524,1.78826808286684,Up,GRAM domain-containing protein,0098755,maintenance of seed dormancy by absisic acid,0.88648417126
40,Trip19,Td00001aa039232_T002,OG0002524,1.78826808286684,Up,GRAM domain-containing protein,0009845,seed germination,0.859022706066
40,Trip19,Td00001aa039232_T002,OG0002524,1.78826808286684,Up,GRAM domain-containing protein,0010029,regulation of seed germination,0.85559051455
40,Trip19,Td00001aa039232_T002,OG0002524,1.78826808286684,Up,GRAM domain-containing protein,0009793,embryo development ending in seed dormancy,0.837436496027
41,Trip19,Td00001aa003277_T001,OG0005728,1.7578766597479,Up,Phloem-specific lectin,NA,NA,NA
42,Trip19,Td00001aa040575_T001,OG0001162,1.73984810269933,Up,NA,NA,NA,NA
43,Trip19,Td00001aa027713_T001,OG0014866,1.70884937710518,Up,"Acetyltransferase, GNAT family protein, expressed",NA,NA,NA
44,Trip19,Td00001aa007022_T003,OG0000566,1.67807190511264,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,0006629,lipid metabolic process,0.604934582734
44,Trip19,Td00001aa007022_T003,OG0000566,1.67807190511264,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,0009987,cellular process,0.397727218658
44,Trip19,Td00001aa007022_T003,OG0000566,1.67807190511264,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,0019538,protein metabolic process,0.32535194276
44,Trip19,Td00001aa007022_T003,OG0000566,1.67807190511264,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,0009058,biosynthetic process,0.320711016369
45,Trip19,Td00001aa002372_T002,OG0026582,1.67400860861723,Up,"Starch synthase, chloroplastic/amyloplastic",0019252,starch biosynthetic process,0.830589597415
46,Trip19,Td00001aa038053_T001,OG0037479,1.65260121759652,Up,"Starch synthase, chloroplastic/amyloplastic",0019252,starch biosynthetic process,0.830586830397
47,Trip19,Td00001aa020162_T001,OG0015977,1.63273352595054,Up,W2 domain-containing protein,NA,NA,NA
48,Trip19,Td00001aa041578_T002,OG0000110,1.61306010689612,Up,Heat shock protein 83,0006457,protein folding,0.676287690487
48,Trip19,Td00001aa041578_T002,OG0000110,1.61306010689612,Up,Heat shock protein 83,0050821,protein stabilization,0.479853483757
48,Trip19,Td00001aa041578_T002,OG0000110,1.61306010689612,Up,Heat shock protein 83,0034605,cellular response to heat,0.472589194279
48,Trip19,Td00001aa041578_T002,OG0000110,1.61306010689612,Up,Heat shock protein 83,0042742,defense response to bacterium,0.376935519589
48,Trip19,Td00001aa041578_T002,OG0000110,1.61306010689612,Up,Heat shock protein 83,0045087,innate immune response,0.35461491782
49,Trip19,Td00001aa012013_T001,OG0008132,1.60169651648096,Up,adenylate kinase,0046940,nucleoside monophosphate phosphorylation,0.727516047696
50,Trip19,Td00001aa014170_T002,OG0011183,1.59836520532364,Up,inositol-3-phosphate synthase,0006021,inositol biosynthetic process,0.812067640953
50,Trip19,Td00001aa014170_T002,OG0011183,1.59836520532364,Up,inositol-3-phosphate synthase,0008654,phospholipid biosynthetic process,0.669171299774
51,Trip19,Td00001aa008864_T001,OG0009496,1.59645813955899,Up,"Lon protease homolog, mitochondrial isoform X2",0006508,proteolysis,0.606598788686
51,Trip19,Td00001aa008864_T001,OG0009496,1.59645813955899,Up,"Lon protease homolog, mitochondrial isoform X2",0009987,cellular process,0.397718663718
52,Trip19,Td00001aa025149_T001,OG0005402,1.59454854955035,Up,Dehydrin,NA,NA,NA
53,Trip19,Td00001aa004274_T001,OG0016334,1.56413424345824,Up,Glutaredoxin,0034599,cellular response to oxidative stress,0.730629088428
54,Trip19,Td00001aa012926_T001,OG0016115,1.55040819321728,Up,Class IV heat shock protein,0009651,response to salt stress,0.78220057434
54,Trip19,Td00001aa012926_T001,OG0016115,1.55040819321728,Up,Class IV heat shock protein,0042542,response to hydrogen peroxide,0.769222612438
54,Trip19,Td00001aa012926_T001,OG0016115,1.55040819321728,Up,Class IV heat shock protein,0051259,protein complex oligomerization,0.733723065656
54,Trip19,Td00001aa012926_T001,OG0016115,1.55040819321728,Up,Class IV heat shock protein,0009408,response to heat,0.725867006867
54,Trip19,Td00001aa012926_T001,OG0016115,1.55040819321728,Up,Class IV heat shock protein,0006457,protein folding,0.676054090441
55,Trip19,Td00001aa001268_T005,OG0013614,1.54002726925751,Up,Beta-glucosidase 31,0005975,carbohydrate metabolic process,0.600619328043
55,Trip19,Td00001aa001268_T005,OG0013614,1.54002726925751,Up,Beta-glucosidase 31,0009987,cellular process,0.397712388056
56,Trip19,Td00001aa009381_T001,OG0014135,1.52205574916096,Up,Nodulin-related protein 1,0010115,regulation of abscisic acid biosynthetic process,0.863851538499
56,Trip19,Td00001aa009381_T001,OG0014135,1.52205574916096,Up,Nodulin-related protein 1,0009408,response to heat,0.726002915579
57,Trip19,Td00001aa010670_T002,OG0008092,1.51601514700366,Up,protein-disulfide reductase,0098869,cellular oxidant detoxification,0.57733350775
57,Trip19,Td00001aa010670_T002,OG0008092,1.51601514700366,Up,protein-disulfide reductase,0031397,negative regulation of protein ubiquitination,0.337209069207
57,Trip19,Td00001aa010670_T002,OG0008092,1.51601514700366,Up,protein-disulfide reductase,0030178,negative regulation of Wnt signaling pathway,0.33382683086
58,Trip19,Td00001aa004700_T002,OG0015224,1.5119739817818,Up,ATPase inhibitor,NA,NA,NA
59,Trip19,Td00001aa002603_T003,OG0011742,1.48800077083407,Up,Chloroplast mRNA-binding protein CSP41 (Fragment),0005996,monosaccharide metabolic process,0.67686280836
59,Trip19,Td00001aa002603_T003,OG0011742,1.48800077083407,Up,Chloroplast mRNA-binding protein CSP41 (Fragment),0009987,cellular process,0.397643168985
60,Trip19,Td00001aa000236_T001,OG0002763,1.47248777146274,Up,"RNA-binding protein CP29B, chloroplastic-like",1901259,chloroplast rRNA processing,0.78220759655
60,Trip19,Td00001aa000236_T001,OG0002763,1.47248777146274,Up,"RNA-binding protein CP29B, chloroplastic-like",0006397,mRNA processing,0.598965689137
60,Trip19,Td00001aa000236_T001,OG0002763,1.47248777146274,Up,"RNA-binding protein CP29B, chloroplastic-like",0009409,response to cold,0.383767491086
61,Trip19,Td00001aa028747_T003,OG0002219,1.47092725747513,Up,Ubiquitin fusion degradation protein 1,0036503,ERAD pathway,0.76024255931
61,Trip19,Td00001aa028747_T003,OG0002219,1.47092725747513,Up,Ubiquitin fusion degradation protein 1,0006511,ubiquitin-dependent protein catabolic process,0.702861577595
62,Trip19,Td00001aa002847_T001,OG0001162,1.4594316186373,Up,Cylicin-1,0006412,translation,0.566254897856
63,Trip19,Td00001aa007867_T002,OG0020359,1.45470232816369,Up,Methanethiol oxidase,NA,NA,NA
64,Trip19,Td00001aa029231_T001,OG0013447,1.44413695658759,Up,Malate synthase,0006097,glyoxylate cycle,0.779270110063
64,Trip19,Td00001aa029231_T001,OG0013447,1.44413695658759,Up,Malate synthase,0006099,tricarboxylic acid cycle,0.701335879029
65,Trip19,Td00001aa035379_T002,OG0004961,1.43722773891291,Up,Fe2OG dioxygenase domain-containing protein,NA,NA,NA
66,Trip19,Td00001aa029261_T001,OG0004773,1.41899946543127,Up,Protein-L-isoaspartate O-methyltransferase 1 isoform X1,0036211,protein modification process,0.660605310155
66,Trip19,Td00001aa029261_T001,OG0004773,1.41899946543127,Up,Protein-L-isoaspartate O-methyltransferase 1 isoform X1,0009987,cellular process,0.397703499507
67,Trip19,Td00001aa013725_T006,OG0015799,1.41683974191283,Up,Beta-amylase,0000272,polysaccharide catabolic process,0.705262977787
67,Trip19,Td00001aa013725_T006,OG0015799,1.41683974191283,Up,Beta-amylase,0009987,cellular process,0.397725797307
67,Trip19,Td00001aa013725_T006,OG0015799,1.41683974191283,Up,Beta-amylase,0009414,response to water deprivation,0.375467691346
67,Trip19,Td00001aa013725_T006,OG0015799,1.41683974191283,Up,Beta-amylase,0005982,starch metabolic process,0.375113436449
68,Trip19,Td00001aa028828_T001,OG0016318,1.36120689023873,Up,Glycosyltransferase,NA,NA,NA
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0005986,sucrose biosynthetic process,0.800782763806
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0006000,fructose metabolic process,0.787034089113
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0030388,"fructose 1,6-bisphosphate metabolic process",0.775670031251
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0006002,fructose 6-phosphate metabolic process,0.7540477241
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0006094,gluconeogenesis,0.717084504615
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0005983,starch catabolic process,0.364743929878
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0009750,response to fructose,0.35938237639
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0009737,response to abscisic acid,0.357271096543
69,Trip19,Td00001aa030923_T003,OG0000971,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",0015979,photosynthesis,0.345124709501
