tmt_batch,protein_id,sample,season,normalized_abundance,log_abundance
3,Td00001aa000302_T001,C071-1,Winter,21.2,3.054001228847777
3,Td00001aa000302_T001,C071-2,Winter,27.4,3.310543049890374
3,Td00001aa000302_T001,C071-3,Winter,19.9,2.9907197819817015
3,Td00001aa038465_T004,C065-1,Summer,47.5,3.860729732093227
3,Td00001aa038465_T004,C065-2,Summer,50.4,3.9199911949185924
3,Td00001aa038465_T004,C065-3,Summer,46.6,3.8416005625908274
3,Td00001aa038465_T004,C071-1,Summer,48.5,3.881563818561994
3,Td00001aa038465_T004,C071-2,Summer,48.3,3.8774315813624605
3,Td00001aa038465_T004,C071-3,Summer,35.7,3.5751507167967973
3,Td00001aa038465_T004,C065-1,Winter,28.6,3.3534067527908413
3,Td00001aa038465_T004,C065-2,Winter,33.5,3.5115454686817666
3,Td00001aa038465_T004,C065-3,Winter,27.9,3.328626724669613
3,Td00001aa038465_T004,C071-1,Winter,26.5,3.277144770728025
3,Td00001aa038465_T004,C071-2,Winter,30.5,3.4177267164002507
3,Td00001aa038465_T004,C071-3,Winter,26.9,3.292126323782514
3,Td00001aa010067_T002,C065-1,Summer,219.4,5.390896552399015
3,Td00001aa010067_T002,C065-2,Summer,232.6,5.44932024438379
3,Td00001aa010067_T002,C065-3,Summer,208.4,5.3394593146776765
3,Td00001aa010067_T002,C071-1,Summer,251.2,5.5262494385749354
3,Td00001aa010067_T002,C071-2,Summer,255.4,5.542830947513866
3,Td00001aa010067_T002,C071-3,Summer,217.5,5.38219885512644
3,Td00001aa010067_T002,C065-1,Winter,141.5,4.95229972415043
3,Td00001aa010067_T002,C065-2,Winter,131,4.875197330834739
3,Td00001aa010067_T002,C065-3,Winter,134,4.897839807413598
3,Td00001aa010067_T002,C071-1,Winter,146.4,4.986342608357813
3,Td00001aa010067_T002,C071-2,Winter,176.9,5.175584606818651
3,Td00001aa010067_T002,C071-3,Winter,156.5,5.053056016369984
3,Td00001aa026828_T001,C065-1,Summer,581.7,6.365954852635815
3,Td00001aa026828_T001,C065-2,Summer,667.8,6.503988729007008
3,Td00001aa026828_T001,C065-3,Summer,611,6.415096960808256
3,Td00001aa026828_T001,C071-1,Summer,797,6.68085468004492
3,Td00001aa026828_T001,C071-2,Summer,639.1,6.460060938220937
3,Td00001aa026828_T001,C071-3,Summer,539,6.289715572764285
3,Td00001aa026828_T001,C065-1,Winter,502.6,6.219794627099145
3,Td00001aa026828_T001,C065-2,Winter,397.1,5.984188140655463
3,Td00001aa026828_T001,C065-3,Winter,551.7,6.313004422090964
3,Td00001aa026828_T001,C071-1,Winter,499,6.212606097755526
3,Td00001aa026828_T001,C071-2,Winter,535,6.282266748765165
3,Td00001aa026828_T001,C071-3,Winter,407.3,6.00955001710956
3,Td00001aa037222_T001,C065-1,Summer,554.2,6.317525634233281
3,Td00001aa037222_T001,C065-2,Summer,588.6,6.377746837498319
3,Td00001aa037222_T001,C065-3,Summer,619.7,6.429235491581746
3,Td00001aa037222_T001,C071-1,Summer,920.5,6.8249170017594984
3,Td00001aa037222_T001,C071-2,Summer,613.8,6.419669143814831
3,Td00001aa037222_T001,C071-3,Summer,444.4,6.0967250600157
3,Td00001aa037222_T001,C065-1,Winter,518.1,6.250168275750872
3,Td00001aa037222_T001,C065-2,Winter,471.1,6.155070387828687
3,Td00001aa037222_T001,C065-3,Winter,591.7,6.382999751372694
3,Td00001aa037222_T001,C071-1,Winter,456.1,6.122712085910156
3,Td00001aa037222_T001,C071-2,Winter,476.6,6.1666775667628375
3,Td00001aa037222_T001,C071-3,Winter,473.7,6.160574212040747
3,Td00001aa017459_T002,C065-1,Summer,260.5,5.5626028650321935
3,Td00001aa017459_T002,C065-2,Summer,244.4,5.498806231389093
3,Td00001aa017459_T002,C065-3,Summer,249.2,5.518255790926139
3,Td00001aa017459_T002,C071-1,Summer,238.2,5.473110661119352
3,Td00001aa017459_T002,C071-2,Summer,264.2,5.576706395873236
3,Td00001aa017459_T002,C071-3,Summer,255.3,5.542439328164399
3,Td00001aa017459_T002,C065-1,Winter,190.2,5.2480761553689135
3,Td00001aa017459_T002,C065-2,Winter,160.5,5.0782939488006
3,Td00001aa017459_T002,C065-3,Winter,224.9,5.415655863411691
3,Td00001aa017459_T002,C071-1,Winter,220.3,5.394990258347562
3,Td00001aa017459_T002,C071-2,Winter,216.2,5.376203909830455
3,Td00001aa017459_T002,C071-3,Winter,204.7,5.321545497552441
3,Td00001aa032168_T001,C065-1,Summer,90.4,4.504244278460078
3,Td00001aa032168_T001,C065-2,Summer,106.8,4.6709579358893905
3,Td00001aa032168_T001,C065-3,Summer,99,4.5951198602356
3,Td00001aa032168_T001,C071-1,Summer,97.1,4.57574138559594
3,Td00001aa032168_T001,C071-2,Summer,94.6,4.549657486628657
3,Td00001aa032168_T001,C071-3,Summer,99,4.5951198602356
3,Td00001aa032168_T001,C065-1,Winter,137.9,4.926528792050887
3,Td00001aa032168_T001,C065-2,Winter,128.1,4.85281121670909
3,Td00001aa032168_T001,C065-3,Winter,149.3,5.005957711243068
3,Td00001aa032168_T001,C071-1,Winter,100.4,4.609162217217788
3,Td00001aa032168_T001,C071-2,Winter,108,4.682131236383479
3,Td00001aa032168_T001,C071-3,Winter,81.2,4.3969152594829035
3,Td00001aa033846_T002,C065-1,Summer,822,6.711740396272725
3,Td00001aa033846_T002,C065-2,Summer,790,6.67203294672689
3,Td00001aa033846_T002,C065-3,Summer,800.1,6.684736721105922
3,Td00001aa033846_T002,C071-1,Summer,766.7,6.64209559186914
3,Td00001aa033846_T002,C071-2,Summer,725.2,6.586447480259626
3,Td00001aa033846_T002,C071-3,Summer,685.9,6.530731845963214
3,Td00001aa033846_T002,C065-1,Winter,774.6,6.652346768371641
3,Td00001aa033846_T002,C065-2,Winter,643,6.466144725792829
3,Td00001aa033846_T002,C065-3,Winter,790.3,6.672412621476272
3,Td00001aa033846_T002,C071-1,Winter,611.8,6.416405433351324
3,Td00001aa033846_T002,C071-2,Winter,723.5,6.584100547453708
3,Td00001aa033846_T002,C071-3,Winter,603.6,6.4029117285504205
3,Td00001aa019388_T001,C065-1,Summer,181.3,5.200153123276525
3,Td00001aa019388_T001,C065-2,Summer,170.6,5.139321640919244
3,Td00001aa019388_T001,C065-3,Summer,190.2,5.2480761553689135
3,Td00001aa019388_T001,C071-1,Summer,182.3,5.205653687170081
3,Td00001aa019388_T001,C071-2,Summer,179.1,5.187944314650139
3,Td00001aa019388_T001,C071-3,Summer,170.4,5.13814862026376
3,Td00001aa019388_T001,C065-1,Winter,133.3,4.892602234686539
3,Td00001aa019388_T001,C065-2,Winter,88.9,4.487512153768453
3,Td00001aa019388_T001,C065-3,Winter,134.6,4.902307424640048
3,Td00001aa019388_T001,C071-1,Winter,125.5,4.832305766539966
3,Td00001aa019388_T001,C071-2,Winter,155.9,5.049214782478099
3,Td00001aa019388_T001,C071-3,Winter,93.5,4.537961446989828
3,Td00001aa036966_T002,C065-1,Summer,38.3,3.6454499222962604
3,Td00001aa036966_T002,C065-2,Summer,37.2,3.616308788160821
3,Td00001aa036966_T002,C065-3,Summer,42.2,3.742420244738648
3,Td00001aa036966_T002,C071-1,Summer,41.3,3.720862524180062
3,Td00001aa036966_T002,C071-2,Summer,39.8,3.6838669374160196
3,Td00001aa036966_T002,C071-3,Summer,27.2,3.303217010066657
3,Td00001aa036966_T002,C065-1,Winter,36.5,3.5973122879857056
3,Td00001aa036966_T002,C065-2,Winter,34.8,3.5496174155160602
3,Td00001aa036966_T002,C065-3,Winter,40.1,3.691376359250179
3,Td00001aa036966_T002,C071-1,Winter,44.4,3.7932394919607013
3,Td00001aa036966_T002,C071-2,Winter,35.5,3.569532724650384
3,Td00001aa036966_T002,C071-3,Winter,27.9,3.328626724669613
3,Td00001aa008141_T001,C065-1,Summer,528.7,6.270421165132836
3,Td00001aa008141_T001,C065-2,Summer,457.3,6.125339632850758
3,Td00001aa008141_T001,C065-3,Summer,487.7,6.189700464766448
3,Td00001aa008141_T001,C071-1,Summer,553.4,6.316081069159837
3,Td00001aa008141_T001,C071-2,Summer,537.7,6.287300785675406
3,Td00001aa008141_T001,C071-3,Summer,535.8,6.283760958976877
3,Td00001aa008141_T001,C065-1,Winter,328.4,5.79423238062334
3,Td00001aa008141_T001,C065-2,Winter,309.7,5.7356040902080885
3,Td00001aa008141_T001,C065-3,Winter,314.7,5.751619807247991
3,Td00001aa008141_T001,C071-1,Winter,311.3,5.740757080659898
3,Td00001aa008141_T001,C071-2,Winter,307.5,5.7284750904986055
3,Td00001aa008141_T001,C071-3,Winter,356.8,5.877175403508545
3,Td00001aa010947_T001,C065-1,Summer,36.7,3.6027767823084806
3,Td00001aa010947_T001,C065-2,Summer,41.1,3.7160081458330887
3,Td00001aa010947_T001,C065-3,Summer,34.4,3.5380565934491197
3,Td00001aa010947_T001,C071-1,Summer,54.2,3.992680926895785
3,Td00001aa010947_T001,C071-2,Summer,57.1,4.0448041341750995
3,Td00001aa010947_T001,C071-3,Summer,52.1,3.953164967953179
3,Td00001aa010947_T001,C065-1,Winter,24.7,3.2068032841197605
3,Td00001aa010947_T001,C065-2,Winter,26.9,3.292126323782514
3,Td00001aa010947_T001,C065-3,Winter,27.6,3.317815808954988
3,Td00001aa010947_T001,C071-1,Winter,33.3,3.5055574270164276
3,Td00001aa010947_T001,C071-2,Winter,36.5,3.5973122879857056
3,Td00001aa010947_T001,C071-3,Winter,40,3.688879479113936
3,Td00001aa019975_T004,C065-1,Summer,228.9,5.433285231327241
3,Td00001aa019975_T004,C065-2,Summer,248.5,5.515442849560828
3,Td00001aa019975_T004,C065-3,Summer,233.8,5.454466053315128
3,Td00001aa019975_T004,C071-1,Summer,233.9,5.454893677865464
3,Td00001aa019975_T004,C071-2,Summer,244.2,5.497987565771608
3,Td00001aa019975_T004,C071-3,Summer,273.1,5.6098380321413215
3,Td00001aa019975_T004,C065-1,Winter,213.7,5.364573167004559
3,Td00001aa019975_T004,C065-2,Winter,208.7,5.340897818874722
3,Td00001aa019975_T004,C065-3,Winter,192.5,5.260096158922644
3,Td00001aa019975_T004,C071-1,Winter,219.2,5.389984559635904
3,Td00001aa019975_T004,C071-2,Winter,203.8,5.3171391256953955
3,Td00001aa019975_T004,C071-3,Winter,211.9,5.356114469993461
3,Td00001aa019412_T002,C065-1,Summer,95.9,4.563305992316921
3,Td00001aa019412_T002,C065-2,Summer,89.7,4.496470780213023
3,Td00001aa019412_T002,C065-3,Summer,108.4,4.685828098230638
3,Td00001aa019412_T002,C071-1,Summer,74.1,4.3054155457973176
3,Td00001aa019412_T002,C071-2,Summer,79.3,4.373238141251143
3,Td00001aa019412_T002,C071-3,Summer,105.9,4.662495262050231
3,Td00001aa019412_T002,C065-1,Winter,87.4,4.470495294103137
3,Td00001aa019412_T002,C065-2,Winter,80.3,4.385769633406016
3,Td00001aa019412_T002,C065-3,Winter,94.8,4.551769419809499
3,Td00001aa019412_T002,C071-1,Winter,96.3,4.567468329188296
3,Td00001aa019412_T002,C071-2,Winter,98.8,4.59309761487528
3,Td00001aa019412_T002,C071-3,Winter,107.2,4.67469625796506
3,Td00001aa024462_T001,C065-1,Summer,254.2,5.538121362689264
3,Td00001aa024462_T001,C065-2,Summer,238.7,5.475207537534144
3,Td00001aa024462_T001,C065-3,Summer,259.7,5.5595271225193
3,Td00001aa024462_T001,C071-1,Summer,297.3,5.694741733367658
3,Td00001aa024462_T001,C071-2,Summer,236.8,5.4672159072328235
3,Td00001aa024462_T001,C071-3,Summer,212.9,5.360822576596474
3,Td00001aa024462_T001,C065-1,Winter,237.5,5.470167627685222
3,Td00001aa024462_T001,C065-2,Winter,227.2,5.425830691248405
3,Td00001aa024462_T001,C065-3,Winter,240.1,5.4810555073921385
3,Td00001aa024462_T001,C071-1,Winter,239.1,5.47688187864663
3,Td00001aa024462_T001,C071-2,Winter,242.6,5.491414000631961
3,Td00001aa024462_T001,C071-3,Winter,209.2,5.343290736970882
3,Td00001aa043572_T002,C065-1,Summer,356.4,5.87605369840249
3,Td00001aa043572_T002,C065-2,Summer,360.1,5.886381773431836
3,Td00001aa043572_T002,C065-3,Summer,363.2,5.894953649480442
3,Td00001aa043572_T002,C071-1,Summer,366.1,5.902906522857685
3,Td00001aa043572_T002,C071-2,Summer,370.4,5.914583505471808
3,Td00001aa043572_T002,C071-3,Summer,359.9,5.885826217863534
3,Td00001aa043572_T002,C065-1,Winter,222.9,5.4067232448781395
3,Td00001aa043572_T002,C065-2,Winter,228.3,5.430660557915951
3,Td00001aa043572_T002,C065-3,Winter,254,5.537334270955545
3,Td00001aa043572_T002,C071-1,Winter,284,5.648974241682333
3,Td00001aa043572_T002,C071-2,Winter,301.4,5.708438289510245
3,Td00001aa043572_T002,C071-3,Winter,277.1,5.624378455477738
3,Td00001aa032137_T001,C065-1,Summer,642.6,6.4655224482379365
3,Td00001aa032137_T001,C065-2,Summer,801.4,6.686360199449861
3,Td00001aa032137_T001,C065-3,Summer,733.6,6.597963922305396
3,Td00001aa032137_T001,C071-1,Summer,734.1,6.598645260478948
3,Td00001aa032137_T001,C071-2,Summer,726.4,6.588100828663736
3,Td00001aa032137_T001,C071-3,Summer,410.9,6.018349878323046
3,Td00001aa032137_T001,C065-1,Winter,310.8,5.739149621710996
3,Td00001aa032137_T001,C065-2,Winter,153.2,5.031744263833906
3,Td00001aa032137_T001,C065-3,Winter,355.2,5.87268101393333
3,Td00001aa032137_T001,C071-1,Winter,329.5,5.797576356977463
3,Td00001aa032137_T001,C071-2,Winter,390.6,5.967684021002743
3,Td00001aa032137_T001,C071-3,Winter,140,4.941642429752162
3,Td00001aa010723_T001,C065-1,Summer,190.6,5.250176996466691
3,Td00001aa010723_T001,C065-2,Summer,191.1,5.2527968564790894
3,Td00001aa010723_T001,C065-3,Summer,180.7,5.196838203132217
3,Td00001aa010723_T001,C071-1,Summer,161.9,5.086978866860242
3,Td00001aa010723_T001,C071-2,Summer,188.9,5.2412177798012705
3,Td00001aa010723_T001,C071-3,Summer,220.6,5.396351111352494
3,Td00001aa010723_T001,C065-1,Winter,196,5.278114664332558
3,Td00001aa010723_T001,C065-2,Winter,219.9,5.393172902108237
3,Td00001aa010723_T001,C065-3,Winter,190,5.247024077423644
3,Td00001aa010723_T001,C071-1,Winter,238,5.472270677873155
3,Td00001aa010723_T001,C071-2,Winter,230,5.438079313271022
3,Td00001aa010723_T001,C071-3,Winter,206.6,5.330784561525809
3,Td00001aa038271_T001,C065-1,Summer,715.3,6.572702036512353
3,Td00001aa038271_T001,C065-2,Summer,479.3,6.172326708251962
3,Td00001aa038271_T001,C065-3,Summer,434.1,6.073274924609165
3,Td00001aa038271_T001,C071-1,Summer,631.3,6.447781186957613
3,Td00001aa038271_T001,C071-2,Summer,521,6.2557500436727524
3,Td00001aa038271_T001,C071-3,Summer,496.7,6.207986224126593
3,Td00001aa038271_T001,C065-1,Winter,122.3,4.806477050869741
3,Td00001aa038271_T001,C065-2,Winter,144,4.969813306520445
3,Td00001aa038271_T001,C065-3,Winter,97.5,4.579852388260211
3,Td00001aa038271_T001,C071-1,Winter,138.4,4.930148050409002
3,Td00001aa038271_T001,C071-2,Winter,154,5.036952608907136
3,Td00001aa038271_T001,C071-3,Winter,142.1,4.956531042140353
3,Td00001aa043569_T001,C065-1,Summer,547.9,6.3060927903695205
3,Td00001aa043569_T001,C065-2,Summer,555.6,6.320048612680044
3,Td00001aa043569_T001,C065-3,Summer,691,6.538139825214848
3,Td00001aa043569_T001,C071-1,Summer,371.6,5.917818009630749
3,Td00001aa043569_T001,C071-2,Summer,335.4,5.815323852370623
3,Td00001aa043569_T001,C071-3,Summer,455.7,6.121834700464263
3,Td00001aa043569_T001,C065-1,Winter,333.6,5.809942673482194
3,Td00001aa043569_T001,C065-2,Winter,209.8,5.346154700728641
3,Td00001aa043569_T001,C065-3,Winter,258.3,5.554121703973262
3,Td00001aa043569_T001,C071-1,Winter,279,5.631211785405595
3,Td00001aa043569_T001,C071-2,Winter,218.1,5.384953677792636
3,Td00001aa043569_T001,C071-3,Winter,218,5.384495067376245
3,Td00001aa026979_T002,C065-1,Summer,153.6,5.034351827223988
3,Td00001aa026979_T002,C065-2,Summer,140.2,4.943069981733157
3,Td00001aa026979_T002,C065-3,Summer,140.3,4.943782994235999
3,Td00001aa026979_T002,C071-1,Summer,167.8,5.122772799992582
3,Td00001aa026979_T002,C071-2,Summer,140.9,4.948050426001867
3,Td00001aa026979_T002,C071-3,Summer,181,5.1984970367906875
3,Td00001aa026979_T002,C065-1,Winter,280.7,5.637286486930359
3,Td00001aa026979_T002,C065-2,Winter,310.4,5.7378617915307135
3,Td00001aa026979_T002,C065-3,Winter,307.7,5.729125285577915
3,Td00001aa026979_T002,C071-1,Winter,287.5,5.661222863715666
3,Td00001aa026979_T002,C071-2,Winter,200.9,5.3028072767984895
3,Td00001aa026979_T002,C071-3,Winter,425.7,6.053734875183179
3,Td00001aa010482_T004,C065-1,Summer,112.8,4.725616347929207
3,Td00001aa010482_T004,C065-2,Summer,108.1,4.683056733895857
3,Td00001aa010482_T004,C065-3,Summer,119.1,4.77996348475756
3,Td00001aa010482_T004,C071-1,Summer,127,4.844187094332607
3,Td00001aa010482_T004,C071-2,Summer,113.9,4.735320879232768
3,Td00001aa010482_T004,C071-3,Summer,135.2,4.9067551710053134
3,Td00001aa010482_T004,C065-1,Winter,132.1,4.883559219098302
3,Td00001aa010482_T004,C065-2,Winter,137.8,4.925803365836452
3,Td00001aa010482_T004,C065-3,Winter,126.7,4.8418220952197535
3,Td00001aa010482_T004,C071-1,Winter,145.9,4.982921462382749
3,Td00001aa010482_T004,C071-2,Winter,138.8,4.933034055277315
3,Td00001aa010482_T004,C071-3,Winter,144.7,4.974662640548288
3,Td00001aa034416_T001,C065-1,Summer,319.6,5.767070217021031
3,Td00001aa034416_T001,C065-2,Summer,304.8,5.719655827093331
3,Td00001aa034416_T001,C065-3,Summer,334.6,5.812935791541367
3,Td00001aa034416_T001,C071-1,Summer,293.4,5.681536869117197
3,Td00001aa034416_T001,C071-2,Summer,330,5.799092657490829
3,Td00001aa034416_T001,C071-3,Summer,422.1,6.04524225515756
3,Td00001aa034416_T001,C065-1,Winter,197.4,5.285232132065238
3,Td00001aa034416_T001,C065-2,Winter,161.8,5.086361010804861
3,Td00001aa034416_T001,C065-3,Winter,195.4,5.27504874472639
3,Td00001aa034416_T001,C071-1,Winter,177.3,5.17784321872032
3,Td00001aa034416_T001,C071-2,Winter,216.9,5.3794364224432485
3,Td00001aa034416_T001,C071-3,Winter,205.1,5.323497669954005
3,Td00001aa040539_T001,C065-1,Summer,718,6.576469570440982
3,Td00001aa040539_T001,C065-2,Summer,753.2,6.624330798110666
3,Td00001aa040539_T001,C065-3,Summer,747.3,6.616466712274395
3,Td00001aa040539_T001,C071-1,Summer,477.7,6.16898292248928
3,Td00001aa040539_T001,C071-2,Summer,750.3,6.620473127884483
3,Td00001aa040539_T001,C071-3,Summer,600.2,6.397262934672378
3,Td00001aa040539_T001,C065-1,Winter,632.7,6.449996377733367
3,Td00001aa040539_T001,C065-2,Winter,585.7,6.372807714803096
3,Td00001aa040539_T001,C065-3,Winter,491.5,6.1974619416218095
3,Td00001aa040539_T001,C071-1,Winter,595.3,6.38906548183917
3,Td00001aa040539_T001,C071-2,Winter,559.8,6.327579578867705
3,Td00001aa040539_T001,C071-3,Winter,608.7,6.411325537142724
3,Td00001aa009000_T002,C065-1,Summer,185.3,5.221976138687968
3,Td00001aa009000_T002,C065-2,Summer,189.9,5.24649762308417
3,Td00001aa009000_T002,C065-3,Summer,191.3,5.253842881673599
3,Td00001aa009000_T002,C071-1,Summer,183,5.209486158305902
3,Td00001aa009000_T002,C071-2,Summer,184.7,5.2187328926193794
3,Td00001aa009000_T002,C071-3,Summer,227.8,5.428468055402897
3,Td00001aa009000_T002,C065-1,Winter,117.3,4.7647347641845785
3,Td00001aa009000_T002,C065-2,Winter,148.1,4.9978877280259475
3,Td00001aa009000_T002,C065-3,Winter,128,4.852030271732117
3,Td00001aa009000_T002,C071-1,Winter,146.1,4.984291325601281
3,Td00001aa009000_T002,C071-2,Winter,122.6,4.808927031658718
3,Td00001aa009000_T002,C071-3,Winter,146.8,4.989071122992405
3,Td00001aa027148_T005,C065-1,Summer,93.3,4.5358201185714115
3,Td00001aa027148_T005,C065-2,Summer,95,4.553876902126857
3,Td00001aa027148_T005,C065-3,Summer,86.4,4.458987687384084
3,Td00001aa027148_T005,C071-1,Summer,85.2,4.445001445572359
3,Td00001aa027148_T005,C071-2,Summer,97.8,4.582924587265721
3,Td00001aa027148_T005,C071-3,Summer,85.9,4.453183840631653
3,Td00001aa027148_T005,C065-1,Winter,72.8,4.287715968938904
3,Td00001aa027148_T005,C065-2,Winter,85,4.442651268255022
3,Td00001aa027148_T005,C065-3,Winter,70.5,4.25561272400262
3,Td00001aa027148_T005,C071-1,Winter,74.4,4.3094559552799065
3,Td00001aa027148_T005,C071-2,Winter,74.9,4.316153903874309
3,Td00001aa027148_T005,C071-3,Winter,68.5,4.22683375986672
3,Td00001aa031715_T002,C065-1,Summer,362.5,5.89302447705335
3,Td00001aa031715_T002,C065-2,Summer,354.4,5.870426221552596
3,Td00001aa031715_T002,C065-3,Summer,322.4,5.77579301373421
3,Td00001aa031715_T002,C071-1,Summer,310.8,5.739149621710996
3,Td00001aa031715_T002,C071-2,Summer,302,5.710427020686128
3,Td00001aa031715_T002,C071-3,Summer,349.1,5.855358416975499
3,Td00001aa031715_T002,C065-1,Winter,422.3,6.045715964307883
3,Td00001aa031715_T002,C065-2,Winter,517.3,6.248622978942583
3,Td00001aa031715_T002,C065-3,Winter,373.5,5.9229180072502485
3,Td00001aa031715_T002,C071-1,Winter,469.9,6.152519908236882
3,Td00001aa031715_T002,C071-2,Winter,418.5,6.036676892319016
3,Td00001aa031715_T002,C071-3,Winter,478.4,6.170447204726723
3,Td00001aa005316_T002,C065-1,Summer,138.5,4.93087033284761
3,Td00001aa005316_T002,C065-2,Summer,176.7,5.17445338498496
3,Td00001aa005316_T002,C065-3,Summer,158.1,5.063227750540537
3,Td00001aa005316_T002,C071-1,Summer,189.5,5.2443890297995255
3,Td00001aa005316_T002,C071-2,Summer,180,5.1929568564457655
3,Td00001aa005316_T002,C071-3,Summer,137.4,4.922896387066269
3,Td00001aa005316_T002,C065-1,Winter,107.3,4.675628658956318
3,Td00001aa005316_T002,C065-2,Winter,72.2,4.279440059749196
3,Td00001aa005316_T002,C065-3,Winter,111,4.7095302103213434
3,Td00001aa005316_T002,C071-1,Winter,111.9,4.71760562425443
3,Td00001aa005316_T002,C071-2,Winter,110.7,4.706823848748015
3,Td00001aa005316_T002,C071-3,Winter,91.2,4.513054908045198
3,Td00001aa016032_T002,C065-1,Summer,417.5,6.03428454668612
3,Td00001aa016032_T002,C065-2,Summer,508.2,6.2308750728537925
3,Td00001aa016032_T002,C065-3,Summer,450.6,6.110580030217407
3,Td00001aa016032_T002,C071-1,Summer,373.5,5.9229180072502485
3,Td00001aa016032_T002,C071-2,Summer,423.2,6.047844882907039
3,Td00001aa016032_T002,C071-3,Summer,369.9,5.913232701541841
3,Td00001aa016032_T002,C065-1,Winter,350.9,5.860501285438984
3,Td00001aa016032_T002,C065-2,Winter,368.9,5.910525607313391
3,Td00001aa016032_T002,C065-3,Winter,345.3,5.844413607291979
3,Td00001aa016032_T002,C071-1,Winter,383.6,5.949600345616165
3,Td00001aa016032_T002,C071-2,Winter,379.3,5.938327451331289
3,Td00001aa016032_T002,C071-3,Winter,341.8,5.834225773607178
3,Td00001aa004331_T001,C065-1,Summer,287.2,5.660178840655963
3,Td00001aa004331_T001,C065-2,Summer,331.4,5.803326108009964
3,Td00001aa004331_T001,C065-3,Summer,295.3,5.6879917921362635
3,Td00001aa004331_T001,C071-1,Summer,315,5.752572642000236
3,Td00001aa004331_T001,C071-2,Summer,330.5,5.80060666231746
3,Td00001aa004331_T001,C071-3,Summer,310.9,5.739471320281177
3,Td00001aa004331_T001,C065-1,Winter,261.8,5.56758085729551
3,Td00001aa004331_T001,C065-2,Winter,233.1,5.451467550331715
3,Td00001aa004331_T001,C065-3,Winter,270.9,5.601749752782449
3,Td00001aa004331_T001,C071-1,Winter,273.2,5.610204131356957
3,Td00001aa004331_T001,C071-2,Winter,312.8,5.745564011868087
3,Td00001aa004331_T001,C071-3,Winter,243,5.493061447455775
3,Td00001aa006493_T002,C065-1,Summer,230.2,5.438948500631831
3,Td00001aa006493_T002,C065-2,Summer,194.7,5.271459917514261
3,Td00001aa006493_T002,C065-3,Summer,184.2,5.216022129250088
3,Td00001aa006493_T002,C071-1,Summer,209.9,5.346631231590761
3,Td00001aa006493_T002,C071-2,Summer,211.9,5.356114469993461
3,Td00001aa006493_T002,C071-3,Summer,263.7,5.574812097151429
3,Td00001aa006493_T002,C065-1,Winter,172.8,5.152134862156992
3,Td00001aa006493_T002,C065-2,Winter,200.1,5.2988172465871886
3,Td00001aa006493_T002,C065-3,Winter,166.5,5.114995315426505
3,Td00001aa006493_T002,C071-1,Winter,192.9,5.262171925095717
3,Td00001aa006493_T002,C071-2,Winter,180.7,5.196838203132217
3,Td00001aa006493_T002,C071-3,Winter,226.1,5.420977383706746
3,Td00001aa029674_T003,C065-1,Summer,87.8,4.475061512030592
3,Td00001aa029674_T003,C065-2,Summer,88.1,4.478472544292871
3,Td00001aa029674_T003,C065-3,Summer,99.9,4.604169695664518
3,Td00001aa029674_T003,C071-1,Summer,104.5,4.649187080974244
3,Td00001aa029674_T003,C071-2,Summer,65.6,4.183575711193946
3,Td00001aa029674_T003,C071-3,Summer,45.5,3.8177123479349264
3,Td00001aa029674_T003,C065-1,Winter,68,4.219507719881989
3,Td00001aa029674_T003,C065-2,Winter,50.8,3.9278963742694755
3,Td00001aa029674_T003,C065-3,Winter,78.4,4.3618239401114645
3,Td00001aa029674_T003,C071-1,Winter,63.2,4.146304316975597
3,Td00001aa029674_T003,C071-2,Winter,85.4,4.447346112504126
3,Td00001aa029674_T003,C071-3,Winter,38.9,3.660994276331341
3,Td00001aa037562_T001,C065-1,Summer,16.9,2.8273136811006236
3,Td00001aa037562_T001,C065-2,Summer,10.9,2.388762880978213
3,Td00001aa037562_T001,C065-3,Summer,22.6,3.117949950526027
3,Td00001aa037562_T001,C071-1,Summer,23.3,3.148453403490109
3,Td00001aa037562_T001,C071-2,Summer,16,2.772588784739779
3,Td00001aa037562_T001,C071-3,Summer,14.9,2.7013612800655054
3,Td00001aa037562_T001,C065-1,Winter,22.5,3.113515353654818
3,Td00001aa037562_T001,C065-2,Winter,18.7,2.9285235773364753
3,Td00001aa037562_T001,C065-3,Winter,14.8,2.6946272483376346
3,Td00001aa037562_T001,C071-1,Winter,7.1,1.9600949248923303
3,Td00001aa037562_T001,C071-2,Winter,20.1,3.000719864816273
3,Td00001aa037562_T001,C071-3,Winter,16.9,2.8273136811006236
3,Td00001aa014808_T001,C065-1,Summer,269.3,5.595826003530884
3,Td00001aa014808_T001,C065-2,Summer,242.8,5.49223806330396
3,Td00001aa014808_T001,C065-3,Summer,270.8,5.601380544730882
3,Td00001aa014808_T001,C071-1,Summer,232.4,5.448460029280682
3,Td00001aa014808_T001,C071-2,Summer,250.9,5.525054457358029
3,Td00001aa014808_T001,C071-3,Summer,258.4,5.554508775778416
3,Td00001aa014808_T001,C065-1,Winter,195.2,5.2740246791019425
3,Td00001aa014808_T001,C065-2,Winter,208.7,5.340897818874722
3,Td00001aa014808_T001,C065-3,Winter,185.9,5.225208900106635
3,Td00001aa014808_T001,C071-1,Winter,193,5.2626901940862325
3,Td00001aa014808_T001,C071-2,Winter,220,5.393627550897816
3,Td00001aa014808_T001,C071-3,Winter,197.5,5.285738589404468
