"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa073725_T001",TRUE,"Master Protein","Ag00001aa073725_T001",51,4,21,121,NA,1.059,0.915875266103288,1,76.4,80.9,2.68,8.7,289.5,474,448.2,170.2,329,246.1,452.3,474,473.9,502,533.3,448.2,"High","High","High","High","High","High"
"Ag00001aa031546_T001",TRUE,"Master Protein","Ag00001aa031546_T001",26,7,12,349,NA,0.644,0.0168522888875055,0.117437853811432,89.3,57.5,2.79,14.39,348.8,554.5,544.2,152.9,220.4,193.3,544.9,554.5,575.4,451,357.2,352.1,"High","High","High","High","High","High"
"Ag00001aa071942_T001",TRUE,"Master Protein","Ag00001aa071942_T001",27,10,13,478,NA,0.788,0.537568951911063,1,112.5,88.7,18.52,10.74,204,245.3,337.9,73.6,155,147.7,318.7,245.3,357.3,217.1,251.2,269,"High","High","High","High","High","High"
"Ag00001aa068351_T001",TRUE,"Master Protein","Ag00001aa068351_T001",17,6,16,582,NA,1.209,0.192275823310789,0.587500002810985,62.5,75.6,8.22,7.57,35,52.4,44,23,39.1,32,54.7,52.4,46.5,67.8,63.4,58.3,"High","High","High","High","High","High"
"Ag00001aa045897_T001",TRUE,"Master Protein","Ag00001aa045897_T001",22,7,12,394,NA,1.013,0.997631436866035,1,181.1,183.5,16.77,12.45,422.6,691.3,471.6,188.9,440.1,367.2,660.2,691.3,498.6,557.1,713.3,668.8,"High","High","High","High","High","High"
"Ag00001aa029231_T001",TRUE,"Master Protein","Ag00001aa029231_T001",32,3,14,149,"Met-loss [N-Term]",0.887,0.39135478559574,0.914229503525351,101.5,90.1,2.64,5.96,296.6,456.6,454.5,132.1,253.6,240.9,463.4,456.6,480.5,389.6,411.1,438.8,"High","High","High","High","High","High"
"Ag00001aa065369_T001",TRUE,"Master Protein","Ag00001aa065369_T001",8,10,13,1319,NA,1.068,0.957948365731377,1,71,75.8,4.18,4.9,370.2,534.8,513.9,196.7,348,340.4,578.3,534.8,543.3,580.1,564.1,620,"High","High","High","High","High","High"
"Ag00001aa018649_T001",TRUE,"Master Protein","Ag00001aa018649_T001",26,10,27,371,NA,3.315,0.00020937132357246,0.00930750702063028,32.8,108.7,17.95,17.68,20.7,37.6,43.6,37.6,76.9,85.6,32.3,37.6,46.1,110.9,124.6,155.9,"High","High","High","High","High","High"
"Ag00001aa001280_T001",TRUE,"Master Protein","Ag00001aa001280_T001",40,7,24,223,NA,0.835,0.171609384925258,0.544050340327348,92.7,77.4,4.19,8.04,57.4,90.5,91.5,24,51.2,41.5,89.7,90.5,96.7,70.8,83,75.6,"High","High","High","High","High","High"
"Ag00001aa009709_T001",TRUE,"Master Protein","Ag00001aa009709_T001",40,7,12,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa143704_T001",TRUE,"Master Protein","Ag00001aa143704_T001",16,6,12,662,NA,0.735,0.271453219683906,0.741145236650645,63.2,46.4,17.63,16.2,23.8,36.1,46.4,11.7,15.8,15,37.2,36.1,49.1,34.5,25.6,27.3,"High","High","High","High","High","High"
"Ag00001aa096657_T002",TRUE,"Master Protein","Ag00001aa096657_T002",18,8,13,510,NA,1.011,0.999999974133738,1,195.7,197.8,31.64,8.78,49.7,110.3,140.5,37.8,70.3,53,77.6,110.3,148.5,111.5,113.9,96.5,"High","High","High","High","High","High"
"Ag00001aa009659_T001",TRUE,"Master Protein","Ag00001aa009659_T001",21,9,14,659,NA,1.841,0.00325946929580878,0.0434237596858628,87.9,161.8,1.21,24.77,261.5,412.9,395.8,257.7,398.3,569.9,408.5,412.9,418.5,760.1,645.6,1038,"High","High","High","High","High","High"
"Ag00001aa046618_T001",TRUE,"Master Protein","Ag00001aa046618_T001",47,8,15,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa024279_T001",TRUE,"Master Protein","Ag00001aa024279_T001",25,9,24,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa109972_T001",TRUE,"Master Protein","Ag00001aa109972_T001",61,5,16,109,NA,0.908,0.999999997850156,1,86.5,78.6,13.78,29.89,598.4,1155.6,1160.7,355.7,922.3,458.5,934.9,1155.6,1227.2,1049.1,1494.9,835.1,"High","High","High","High","High","High"
"Ag00001aa090091_T001",TRUE,"Master Protein","Ag00001aa090091_T001",35,5,28,182,NA,0.698,0.00103862377193842,0.0217159373467857,83.3,58.2,1.21,9.94,690,1053.1,1002.6,251,384.5,410.8,1078,1053.1,1060,740.3,623.2,748.2,"High","High","High","High","High","High"
"Ag00001aa031593_T001",TRUE,"Master Protein","Ag00001aa031593_T001",18,5,9,457,NA,3.214,6.23425358226015e-06,0.00130142504199249,73.2,235.1,4.51,18.31,55.9,94.8,83.5,96.2,235.5,153.7,87.3,94.8,88.3,283.7,381.7,279.9,"High","High","High","High","High","High"
"Ag00001aa088667_T001",TRUE,"Master Protein","Ag00001aa088667_T001",28,7,28,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa039531_T001",TRUE,"Master Protein","Ag00001aa039531_T001",43,8,19,221,NA,0.614,0.431180160384642,0.967913417929212,225.4,138.4,14.64,16.63,116,211.2,149.1,32.9,83.1,61.1,181.2,211.2,157.6,97,134.7,111.3,"High","High","High","High","High","High"
"Ag00001aa012688_T001",TRUE,"Master Protein","Ag00001aa012688_T001",41,8,13,237,NA,1.143,0.750567715918603,1,76.7,87.7,9.62,5.78,210.1,395.3,360.9,147.9,271.2,217.2,328.2,395.3,381.6,436.2,439.6,395.6,"High","High","High","High","High","High"
"Ag00001aa125991_T001",TRUE,"Master Protein","Ag00001aa125991_T001",15,8,11,762,NA,0.75,0.274556006634173,0.746542791859298,105.7,79.3,16.49,12.74,301.8,394,321.3,100.2,150.1,171.7,471.5,394,339.7,295.5,243.3,312.7,"High","High","High","High","High","High"
"Ag00001aa054355_T001",TRUE,"Master Protein","Ag00001aa054355_T001",14,8,15,770,NA,0.516,0.0311576948452598,0.177796981706899,95.8,49.4,37.41,25.26,283.5,506.8,815.6,90.1,161.3,89.5,442.9,506.8,862.3,265.7,261.4,163,"High","High","High","High","High","High"
"Ag00001aa151968_T001",TRUE,"Master Protein","Ag00001aa151968_T001",24,6,17,370,NA,0.684,0.121442196456851,0.431028954125701,87.8,60,21.07,3.3,230.2,307.8,438.7,81,157.4,135,359.6,307.8,463.8,238.9,255.1,245.9,"High","High","High","High","High","High"
"Ag00001aa118857_T001",TRUE,"Master Protein","Ag00001aa118857_T001",45,7,22,223,NA,0.513,0.00281330073974928,0.0396993516049073,171.3,87.8,14.04,11.08,189.9,224.3,261.2,48,76.6,85.2,296.7,224.3,276.2,141.6,124.2,155.2,"High","High","High","High","High","High"
"Ag00001aa042890_T001",TRUE,"Master Protein","Ag00001aa042890_T001",18,6,10,595,NA,1.273,0.444538757554666,0.987721918561512,102.1,130,6.35,3.17,332.5,459.2,452,201.1,389.7,334.1,519.5,459.2,477.9,593.1,631.7,608.5,"High","High","High","High","High","High"
"Ag00001aa110095_T001",TRUE,"Master Protein","Ag00001aa110095_T001",47,8,22,159,NA,0.747,0.00805262900885118,0.0699344123526941,95,71,10.51,7.78,558.3,890.5,994.4,250.4,410.4,349.1,872.2,890.5,1051.4,738.5,665.2,635.8,"High","High","High","High","High","High"
"Ag00001aa112210_T001",TRUE,"Master Protein","Ag00001aa112210_T001",37,4,29,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa010555_T001",TRUE,"Master Protein","Ag00001aa010555_T001",25,10,13,552,NA,0.896,0.201566410733232,0.604320916864236,105.3,94.3,4.15,3.82,437.3,646,596.3,192.2,357,335,683.2,646,630.5,566.9,578.6,610.1,"High","High","High","High","High","High"
"Ag00001aa104792_T004",TRUE,"Master Protein","Ag00001aa104792_T004",30,7,13,343,NA,0.844,0.157811858247631,0.513349163110439,141,118.9,2.05,7.1,402.7,638.9,580.2,161.9,338.2,291.4,629.1,638.9,613.4,477.5,548.2,530.7,"High","High","High","High","High","High"
"Ag00001aa019610_T001",TRUE,"Master Protein","Ag00001aa019610_T001",18,9,15,579,NA,1.019,0.967672195222351,1,171.1,174.3,4.02,18.16,21.5,31,30.4,11.1,14.5,18.1,33.6,31,32.1,32.7,23.5,33,"High","High","High","High","High","High"
"Ag00001aa028596_T001",TRUE,"Master Protein","Ag00001aa028596_T001",34,10,12,499,NA,1.133,0.46026193460006,1,100.5,113.8,6.4,9.4,119.8,180.1,156,73.2,110.5,112,187.2,180.1,164.9,215.9,179.1,204,"High","High","High","High","High","High"
"Ag00001aa044449_T001",TRUE,"Master Protein","Ag00001aa044449_T001",45,6,28,166,NA,0.599,0.00502947946245225,0.0536254453114337,80.7,48.4,21.25,4.12,979.5,1484.2,2022.3,310.8,550.5,531,1530.2,1484.2,2138.1,916.7,892.3,967.1,"High","High","High","High","High","High"
"Ag00001aa015617_T001",TRUE,"Master Protein","Ag00001aa015617_T001",47,8,15,204,NA,1.105,0.958294454685411,1,83.7,92.5,13.36,12.8,388.7,672.1,746.2,281.6,458.2,352.3,607.3,672.1,788.9,830.5,742.7,641.7,"High","High","High","High","High","High"
"Ag00001aa030713_T001",TRUE,"Master Protein","Ag00001aa030713_T001",50,4,10,114,NA,1.975,0.117728022032716,0.421985200228858,67,132.3,16.18,17.72,114.1,144,189,120.2,157.3,193.3,178.3,144,199.8,354.5,255,352.1,"High","High","High","High","High","High"
"Ag00001aa007574_T001",TRUE,"Master Protein","Ag00001aa007574_T001",28,6,27,263,NA,1.378,0.500070354312615,1,95.3,131.4,14.69,4.02,482.5,884.9,958.7,428.5,719.4,669.4,753.8,884.9,1013.6,1263.8,1166,1219.2,"High","High","High","High","High","High"
"Ag00001aa048970_T001",TRUE,"Master Protein","Ag00001aa048970_T001",31,7,14,309,NA,0.697,0.000496247460104238,0.0146616342682585,134.4,93.7,7.43,3.56,265.7,377.8,339.6,87.5,162.5,151.8,415.1,377.8,359,258.1,263.4,276.5,"High","High","High","High","High","High"
"Ag00001aa071439_T002",TRUE,"Master Protein","Ag00001aa071439_T002",17,5,11,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa022458_T001",TRUE,"Master Protein","Ag00001aa022458_T001",54,6,28,160,"Met-loss+Acetyl [N-Term]",2.128,0.148770993218953,0.494479368639107,122.9,261.6,29.89,53.62,134,342.7,369.4,247.3,223.6,642.3,209.3,342.7,390.6,729.4,362.4,1169.8,"High","High","High","High","High","High"
"Ag00001aa003845_T001",TRUE,"Master Protein","Ag00001aa003845_T001",28,7,11,456,"Met-loss [N-Term]",0.92,0.960167106864119,1,148.6,136.8,4.04,12.83,220.7,318.9,320.2,105.6,175.7,200.7,344.8,318.9,338.5,311.5,284.8,365.5,"High","High","High","High","High","High"
"Ag00001aa081539_T003",TRUE,"Master Protein","Ag00001aa081539_T003",15,7,10,751,NA,0.978,0.950791372276873,1,84.6,82.8,18.68,3.73,19.8,33.3,41.2,11.1,20.1,16.8,30.9,33.3,43.6,32.7,32.6,30.6,"High","High","High","High","High","High"
"Ag00001aa009234_T002",TRUE,"Master Protein","Ag00001aa009234_T002",19,8,11,545,NA,0.878,0.376450619215195,0.896099074807797,105.3,92.4,9.21,6.2,399.9,645.8,700.5,211.4,343.2,311.3,624.7,645.8,740.6,623.5,556.3,567,"High","High","High","High","High","High"
"Ag00001aa075695_T001",TRUE,"Master Protein","Ag00001aa075695_T001",47,5,13,176,NA,0.959,0.996845223965678,1,87,83.5,12.81,5.63,209.4,410.6,391.5,142.4,243,206.2,327.1,410.6,413.9,420,393.9,375.6,"High","High","High","High","High","High"
"Ag00001aa009930_T001",TRUE,"Master Protein","Ag00001aa009930_T001",20,8,26,475,NA,0.875,0.397184693331098,0.924081817354573,84.1,73.7,14.42,7.56,514.8,757.3,935.6,238.7,451.8,346.6,804.3,757.3,989.2,704,732.3,631.3,"High","High","High","High","High","High"
"Ag00001aa029877_T001",TRUE,"Master Protein","Ag00001aa029877_T001",14,8,17,750,NA,0.494,0.00172333363769372,0.0288156296530212,148.5,73.4,28.97,10.04,769.3,1123.5,1758.7,237.9,364.5,326.1,1201.8,1123.5,1859.4,701.7,590.8,593.9,"High","High","High","High","High","High"
"Ag00001aa098816_T001",TRUE,"Master Protein","Ag00001aa098816_T001",63,5,19,115,NA,0.855,0.140015572912899,0.476954444874003,104.1,89,2.74,4.22,651,1067.3,964.2,295.4,522.1,504.7,1017,1067.3,1019.4,871.2,846.3,919.2,"High","High","High","High","High","High"
"Ag00001aa088335_T002",TRUE,"Master Protein","Ag00001aa088335_T002",26,10,14,470,NA,1.061,0.995717442530026,1,48.1,51,16.11,38.22,8.9,13.6,17,6.6,5.3,8.1,13.9,13.6,18,19.5,8.6,14.8,"High","High","High","High","High","High"
"Ag00001aa083455_T002",TRUE,"Master Protein","Ag00001aa083455_T002",42,6,12,251,NA,0.815,0.613095047087033,1,110.2,89.8,10.29,9.14,219.3,319.2,263.7,88.2,158.3,165.5,342.6,319.2,278.8,260.1,256.6,301.4,"High","High","High","High","High","High"
"Ag00001aa095493_T001",TRUE,"Master Protein","Ag00001aa095493_T001",19,5,15,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa113221_T001",TRUE,"Master Protein","Ag00001aa113221_T001",9,10,13,1377,NA,0.949,0.891403389156417,1,101.5,96.4,2.83,8.1,134.5,210.9,209,70.4,109.4,109.9,210.1,210.9,221,207.6,177.3,200.2,"High","High","High","High","High","High"
"Ag00001aa018369_T001",TRUE,"Master Protein","Ag00001aa018369_T001",28,6,15,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa150145_T001",TRUE,"Master Protein","Ag00001aa150145_T001",52,5,24,135,NA,0.913,0.926353666363047,1,90,82.1,4.44,3.15,678.5,1121.6,972.5,311.2,597,533.5,1060,1121.6,1028.2,917.8,967.7,971.7,"High","High","High","High","High","High"
"Ag00001aa044993_T001",TRUE,"Master Protein","Ag00001aa044993_T001",24,7,11,352,NA,0.834,0.99842207325409,1,201.3,167.9,59.5,36.74,263.1,837.8,246.6,94.1,211.5,303.3,411,837.8,260.7,277.5,342.8,552.4,"High","High","High","High","High","High"
"Ag00001aa047796_T003",TRUE,"Master Protein","Ag00001aa047796_T003",17,8,13,727,NA,1.087,0.997086389499166,1,172.9,188,8.54,15.35,690.5,1052.1,867.2,387.7,564.1,683,1078.7,1052.1,916.9,1143.5,914.3,1244,"High","High","High","High","High","High"
"Ag00001aa002468_T003",TRUE,"Master Protein","Ag00001aa002468_T003",12,6,12,778,NA,1.378,0.95780059626929,1,24.9,34.3,16.38,7.61,7,11.5,13.9,4.7,9.8,8.7,10.9,11.5,14.7,13.9,15.9,15.8,"High","High","High","High","High","High"
"Ag00001aa008780_T001",TRUE,"Master Protein","Ag00001aa008780_T001",17,11,14,840,NA,0.606,0.00311527875868978,0.0420536306123751,124.9,75.7,11.83,5.77,349.4,449.5,533.3,112.2,189.2,188.8,545.9,449.5,563.8,330.9,306.7,343.9,"High","High","High","High","High","High"
"Ag00001aa064668_T001",TRUE,"Master Protein","Ag00001aa064668_T001",33,4,29,135,NA,1.128,0.90579060871101,1,72.7,81.9,4.88,25.33,391,622.2,633,237.9,584.4,317.3,610.8,622.2,669.3,701.7,947.2,577.9,"High","High","High","High","High","High"
"Ag00001aa042858_T001",TRUE,"Master Protein","Ag00001aa042858_T001",24,2,11,265,NA,1.014,0.999953856455298,1,181.4,184,20.12,19.4,171.9,388.9,370.7,97,243.4,230.7,268.6,388.9,391.9,286.1,394.5,420.2,"High","High","High","High","High","High"
"Ag00001aa079196_T001",TRUE,"Master Protein","Ag00001aa079196_T001",29,7,21,312,NA,0.995,0.999890646715334,1,88.6,88.1,7.97,6.23,74.7,116.8,126.4,39.4,71.4,70.8,116.7,116.8,133.6,116.2,115.7,128.9,"High","High","High","High","High","High"
"Ag00001aa019181_T001",TRUE,"Master Protein","Ag00001aa019181_T001",40,7,11,234,NA,0.921,0.969872136907865,1,95.7,88.1,3,7.09,225.2,332.4,318.4,114.9,191.2,162,351.8,332.4,336.6,338.9,309.9,295.1,"High","Not Found","Not Found","High","Not Found","Not Found"
"Ag00001aa026634_T002",TRUE,"Master Protein","Ag00001aa026634_T002",33,9,18,264,NA,0.91,0.607858787687989,1,61.5,56,7.54,19.11,551.9,744.7,739.6,253,316.8,390.7,862.2,744.7,782,746.2,513.5,711.6,"High","High","High","High","High","High"
"Ag00001aa108583_T002",TRUE,"Master Protein","Ag00001aa108583_T002",18,6,19,522,NA,1.072,0.999984945750742,1,38,40.8,1.97,9.76,169,274.6,254.3,97.7,154.9,167.3,264,274.6,268.9,288.2,251.1,304.7,"High","High","High","High","High","High"
"Ag00001aa143464_T001",TRUE,"Master Protein","Ag00001aa143464_T001",17,4,43,265,NA,0.433,0.00224534288438727,0.0344434448481456,106.2,46,16.2,25.44,2334.8,3166,4129.1,535.5,722.1,1082.1,3647.6,3166,4365.6,1579.4,1170.4,1970.8,"High","High","High","High","High","High"
"Ag00001aa008427_T002",TRUE,"Master Protein","Ag00001aa008427_T002",20,5,14,376,NA,0.792,0.31825399686655,0.816279599541791,110.2,87.3,2.13,10.58,278.9,420.6,413.5,117,197.9,216.4,435.7,420.6,437.2,345.1,320.8,394.1,"High","High","High","High","High","High"
"Ag00001aa054501_T001",TRUE,"Master Protein","Ag00001aa054501_T001",28,7,13,348,NA,0.787,0.670508681032065,1,105.3,82.8,10.99,8.37,877.3,1275.7,1040.5,340.2,626.8,477.9,1370.6,1275.7,1100.1,1003.4,1016,870.4,"High","High","High","High","High","High"
"Ag00001aa092718_T001",TRUE,"Master Protein","Ag00001aa092718_T001",23,12,15,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa071816_T001",TRUE,"Master Protein","Ag00001aa071816_T001",18,3,17,198,NA,1.108,0.967058117589583,1,64.3,71.2,6.32,3.35,56.1,90.8,93.6,34.1,59.5,56.6,87.6,90.8,99,100.6,96.4,103.1,"High","High","High","High","High","High"
"Ag00001aa019786_T001",TRUE,"Master Protein","Ag00001aa019786_T001",47,8,10,238,NA,1.327,0.324600057761491,0.826887884484081,83.9,111.4,5.53,16.88,255.1,408,418.3,183.6,352.8,225.4,398.5,408,442.3,541.5,571.8,410.5,"High","High","High","High","High","High"
"Ag00001aa009663_T003",TRUE,"Master Protein","Ag00001aa009663_T003",15,6,10,853,NA,1.022,0.997906738655857,1,110.3,112.7,19.56,17.07,207.5,376.2,449.3,141.2,237.1,162.5,324.2,376.2,475,416.5,384.3,296,"High","High","High","High","High","High"
"Ag00001aa083660_T002",TRUE,"Master Protein","Ag00001aa083660_T002",17,7,11,599,NA,0.985,0.999905171226389,1,99.5,98,6.29,16.54,92.8,143.4,122.1,47.9,69.7,86.7,145,143.4,129.1,141.3,113,157.9,"High","High","High","High","High","High"
"Ag00001aa111680_T001",TRUE,"Master Protein","Ag00001aa111680_T001",21,6,15,403,NA,1.544,0.227686051888646,0.658648495630068,59.7,92.2,32.31,27.44,8.6,26.4,19.3,16,17.9,17.3,13.4,26.4,20.4,47.2,29,31.5,"High","High","High","High","High","High"
"Ag00001aa154308_T001",TRUE,"Master Protein","Ag00001aa154308_T001",18,4,10,316,NA,0.842,0.991999393806114,1,174.3,146.8,21.87,10.15,118.7,156.4,112.1,51,76.3,72.3,185.4,156.4,118.5,150.4,123.7,131.7,"High","High","High","High","High","High"
"Ag00001aa020030_T001",TRUE,"Master Protein","Ag00001aa020030_T001",21,9,10,541,NA,1.042,0.999999997399228,1,90.5,94.3,14.42,8.35,223,394.1,438.4,139.2,224.6,235.6,348.4,394.1,463.5,410.6,364,429.1,"High","High","High","High","High","High"
"Ag00001aa003757_T001",TRUE,"Master Protein","Ag00001aa003757_T001",28,10,15,478,NA,1.073,0.936831281285663,1,105.2,112.9,3.5,4.54,101.6,169.6,158.5,65.3,109.2,98.7,158.7,169.6,167.6,192.6,177,179.8,"High","High","High","High","High","High"
"Ag00001aa018539_T001",TRUE,"Master Protein","Ag00001aa018539_T001",58,8,12,200,NA,0.725,0.00168150886079399,0.0285377160833073,94.1,68.2,2.7,7.56,292.8,480.8,452,120.5,189.7,190.1,457.4,480.8,477.9,355.4,307.5,346.2,"High","High","High","High","High","High"
"Ag00001aa015663_T001",TRUE,"Master Protein","Ag00001aa015663_T001",22,3,10,228,NA,1.089,0.999969662889559,1,159.3,173.4,13.9,14.84,366.8,602.1,699.1,222.3,430.5,285.7,573,602.1,739.1,655.6,697.8,520.4,"High","High","High","High","High","High"
"Ag00001aa081615_T001",TRUE,"Master Protein","Ag00001aa081615_T001",18,8,14,540,NA,0.955,0.955494019145823,1,92.3,88.2,22.75,1,247,452.6,566.5,145.3,269.7,237.4,385.9,452.6,598.9,428.5,437.1,432.4,"High","High","High","High","High","High"
"Ag00001aa055510_T001",TRUE,"Master Protein","Ag00001aa055510_T001",19,10,12,762,NA,1.007,0.999998581056313,1,93,93.6,5.29,12.52,128.9,211.7,180.1,75.9,107.3,111.3,201.4,211.7,190.4,223.9,173.9,202.7,"High","High","High","High","High","High"
"Ag00001aa032708_T001",TRUE,"Master Protein","Ag00001aa032708_T001",42,6,15,279,NA,0.708,0.521573251164377,1,103.3,73.1,8,7.33,488.1,746.3,620,179.2,313.2,320.8,762.5,746.3,655.5,528.5,507.7,584.3,"High","High","High","High","High","High"
"Ag00001aa026706_T001",TRUE,"Master Protein","Ag00001aa026706_T001",28,5,19,227,NA,0.793,0.123045822693959,0.434881089487579,121.4,96.2,8.75,5.82,610.4,1107.4,1059.7,297.6,520.4,518.9,953.6,1107.4,1120.4,877.7,843.5,945.1,"High","High","High","High","High","High"
"Ag00001aa005457_T001",TRUE,"Master Protein","Ag00001aa005457_T001",11,5,15,564,NA,1.616,0.0241660353016107,0.152574406975106,126.9,205,1.67,22.62,618.5,978.8,944.7,447.2,1268.8,868.5,966.3,978.8,998.8,1319,2056.6,1581.8,"High","High","High","High","High","High"
"Ag00001aa078383_T001",TRUE,"Master Protein","Ag00001aa078383_T001",37,6,28,193,NA,0.842,0.218546166246483,0.640952838363767,161,135.6,11.96,11.55,1106.9,1846.7,2054,527.3,1009.7,716.2,1729.3,1846.7,2171.6,1555.2,1636.6,1304.4,"High","High","High","High","High","High"
"Ag00001aa031407_T001",TRUE,"Master Protein","Ag00001aa031407_T001",6,8,15,1614,NA,0.637,0.00277498163692436,0.0394928052795828,120.1,76.4,7.37,1.43,528.6,739.5,807.1,181.9,324.3,286.6,825.8,739.5,853.3,536.5,525.6,522,"High","High","High","High","High","High"
"Ag00001aa094262_T001",TRUE,"Master Protein","Ag00001aa094262_T001",42,5,15,182,NA,0.719,0.664231600070311,1,87.1,62.6,9.31,6.03,560.8,942.4,739.5,236.3,387.6,345.7,876.1,942.4,781.9,696.9,628.2,629.6,"High","High","High","High","High","High"
"Ag00001aa066864_T001",TRUE,"Master Protein","Ag00001aa066864_T001",29,5,15,293,NA,1.158,0.691201341374999,1,99.7,115.4,8.25,10.61,208.3,367.2,361.8,159.9,262.4,209.3,325.4,367.2,382.5,471.6,425.3,381.2,"High","High","High","High","High","High"
"Ag00001aa000113_T001",TRUE,"Master Protein","Ag00001aa000113_T001",30,5,14,196,NA,0.498,0.0506800091738464,0.248840922093142,89.7,44.7,28.3,18.1,160.3,240,367.5,42.3,77.1,49.1,250.4,240,388.5,124.8,125,89.4,"High","High","High","High","High","High"
"Ag00001aa078267_T001",TRUE,"Master Protein","Ag00001aa078267_T001",37,7,14,263,NA,0.604,0.0160976821198393,0.114421999784476,224.5,135.5,7.39,5.36,92.5,139.8,152,27.3,55.1,47.9,144.5,139.8,160.7,80.5,89.3,87.2,"High","High","High","High","High","High"
"Ag00001aa094682_T001",TRUE,"Master Protein","Ag00001aa094682_T001",23,5,11,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa043616_T002",TRUE,"Master Protein","Ag00001aa043616_T002",45,4,28,129,NA,1.104,0.891520761119954,1,63.3,69.9,6.6,2.61,192.4,323.4,324.5,117.2,220.2,199.9,300.6,323.4,343.1,345.7,356.9,364.1,"High","High","High","High","High","High"
"Ag00001aa033169_T002",TRUE,"Master Protein","Ag00001aa033169_T002",10,7,13,791,NA,0.802,0.0717554616239301,0.309277998911589,98.9,79.4,12.15,13.7,282.5,380.8,329.1,103.6,153.9,179.9,441.3,380.8,347.9,305.6,249.5,327.7,"High","High","High","High","High","High"
"Ag00001aa082503_T001",TRUE,"Master Protein","Ag00001aa082503_T001",19,9,14,596,NA,1.713,0.000357778094479344,0.0120234515032532,88.9,152.3,16.24,7.48,187.4,277.6,201.4,164,259.4,261.1,292.8,277.6,212.9,483.7,420.5,475.5,"High","High","High","High","High","High"
"Ag00001aa102556_T001",TRUE,"Master Protein","Ag00001aa102556_T001",25,6,7,461,NA,0.855,0.347097344981948,0.851782003596113,82.7,70.7,2.57,8.61,138.7,226.2,214.7,73.9,119.3,101.6,216.7,226.2,227,218,193.4,185,"High","High","High","High","High","High"
"Ag00001aa032196_T004",TRUE,"Master Protein","Ag00001aa032196_T004",13,9,12,969,NA,0.984,0.99878999528556,1,73.9,72.7,5.74,4.68,238.7,332.4,333.4,110.9,221.5,190.5,372.9,332.4,352.5,327.1,359,347,"High","High","High","High","High","High"
"Ag00001aa026770_T001",TRUE,"Master Protein","Ag00001aa026770_T001",27,8,16,372,NA,1.727,0.000334161573861236,0.0115705859411692,92.9,160.5,5.07,18.92,335.3,473.3,471.1,291.6,619.6,375.3,523.8,473.3,498.1,860,1004.3,683.5,"High","High","High","High","High","High"
"Ag00001aa151242_T003",TRUE,"Master Protein","Ag00001aa151242_T003",9,7,13,826,NA,0.911,0.987395917132969,1,150.7,137.3,22.79,33.77,1138.5,1655.6,1065.5,460.2,930.5,1352.5,1778.6,1655.6,1126.5,1357.3,1508.2,2463.3,"High","High","High","High","High","High"
