"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Mg-1_Summer","Abundance_Mg-2_Summer","Abundance_Mg-3_Summer","Abundance_Mg-1_Winter","Abundance_Mg-2_Winter","Abundance_Mg-3_Winter","Abundances_Normalized_Mg-1_Summer","Abundances_Normalized_Mg-2_Summer","Abundances_Normalized_Mg-3_Summer","Abundances_Normalized_Mg-1_Winter","Abundances_Normalized_Mg-2_Winter","Abundances_Normalized_Mg-3_Winter","Found_in_Sample_S12_Mg-1_Summer","Found_in_Sample_S15_Mg-2_Summer","Found_in_Sample_S18_Mg-3_Summer","Found_in_Sample_S11_Mg-1_Winter","Found_in_Sample_S14_Mg-2_Winter","Found_in_Sample_S17_Mg-3_Winter"
"Ag00001aa104476_T001",TRUE,"Master Protein","Ag00001aa104476_T001",21,5,10,257,NA,0.943,0.996094010794702,1,90.9,85.7,4.99,3.89,208.3,176.6,169.7,211.8,209.6,168.9,375.3,373.6,343,356.8,331.6,352.5,"High","High","High","High","High","High"
"Ag00001aa096111_T002",TRUE,"Master Protein","Ag00001aa096111_T002",22,6,30,312,NA,1.027,0.999544822644266,1,41.4,42.5,2.14,13.34,44.5,36.7,38.1,57.4,50.4,36.2,80.2,77.6,77,96.7,79.7,75.6,"High","High","High","High","High","High"
"Ag00001aa017961_T001",TRUE,"Master Protein","Ag00001aa017961_T001",21,8,12,478,NA,100,NA,NA,0,13,NA,NA,0,0,0,3.1,0,0,0,0,0,5.2,0,0,"Not Found","Not Found","Not Found","High","Not Found","Not Found"
"Ag00001aa017611_T001",TRUE,"Master Protein","Ag00001aa017611_T001",19,10,18,661,NA,0.96,0.99989292205949,1,128.2,123.1,16.8,1.3,483.7,320.4,469.9,492.7,528.9,407.9,871.5,677.9,949.8,830,836.7,851.3,"High","High","High","High","High","High"
"Ag00001aa093617_T001",TRUE,"Master Protein","Ag00001aa093617_T001",21,12,16,628,NA,1.155,0.468627340250284,0.922852055701071,99.3,114.7,3.21,9.26,347.6,277.7,302.4,419,435.1,390.1,626.3,587.5,611.3,705.9,688.3,814.2,"High","High","High","High","High","High"
"Ag00001aa000662_T001",TRUE,"Master Protein","Ag00001aa000662_T001",28,8,16,326,NA,0.87,0.584889212185998,1,133,115.6,11.58,6.19,122.5,131.5,122.2,127.5,125,107.1,220.7,278.2,247,214.8,197.7,223.5,"High","High","High","High","High","High"
"Ag00001aa079962_T002",TRUE,"Master Protein","Ag00001aa079962_T002",21,2,15,244,NA,0.61,0.721730751533433,1,59.7,36.4,19.85,9.03,68.9,63.1,88.1,43.1,55,39,124.1,133.5,178.1,72.6,87,81.4,"High","High","High","High","High","High"
"Ag00001aa084153_T002",TRUE,"Master Protein","Ag00001aa084153_T002",12,5,11,652,NA,0.802,0.517847623227008,0.982244658203084,124.4,99.8,13.45,10.08,204.7,142.4,194.6,175.5,181.8,165.4,368.8,301.3,393.4,295.7,287.6,345.2,"High","High","High","High","High","High"
"Ag00001aa057695_T001",TRUE,"Master Protein","Ag00001aa057695_T001",21,8,11,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa054589_T002",TRUE,"Master Protein","Ag00001aa054589_T002",26,5,15,258,NA,0.62,0.305382781258874,0.679800018286538,171,106,10.67,5.64,792.7,621.3,802.2,525.5,602.2,409,1428.2,1314.5,1621.5,885.3,952.6,853.6,"High","High","High","High","High","High"
"Ag00001aa075778_T002",TRUE,"Master Protein","Ag00001aa075778_T002",24,8,12,367,NA,1.069,0.979846236534311,1,74.2,79.3,2.05,5.45,66.6,58.7,61.6,72,84.8,63.6,120,124.2,124.5,121.3,134.1,132.7,"High","High","High","High","High","High"
"Ag00001aa012942_T001",TRUE,"Master Protein","Ag00001aa012942_T001",24,5,10,449,NA,1.052,0.999998864578042,1,95.3,100.2,3.14,12.44,103.9,85.6,95.4,116.9,104.2,101.2,187.2,181.1,192.8,196.9,164.8,211.2,"High","High","High","High","High","High"
"Ag00001aa038237_T001",TRUE,"Master Protein","Ag00001aa038237_T001",23,7,13,539,NA,1.266,0.747123689248952,1,69.7,88.2,14.15,2.48,99.4,68.1,68.8,110.5,112,87.4,179.1,144.1,139.1,186.2,177.2,182.4,"High","High","High","High","High","High"
"Ag00001aa086196_T001",TRUE,"Master Protein","Ag00001aa086196_T001",27,5,15,331,NA,0.999,0.999973908587227,1,75.2,75.1,11.74,6.7,173.8,121.1,127.6,148.2,179.2,123.5,313.1,256.2,257.9,249.7,283.5,257.8,"High","High","High","High","High","High"
"Ag00001aa120819_T002",TRUE,"Master Protein","Ag00001aa120819_T002",29,7,13,362,NA,1.009,0.99260540475065,1,33.3,33.6,9.71,20.49,13.9,13,11.2,15,11.6,13.3,25,27.5,22.6,25.3,18.4,27.8,"High","High","High","High","High","High"
"Ag00001aa083302_T001",TRUE,"Master Protein","Ag00001aa083302_T001",32,7,27,249,NA,1.021,0.999999454577918,1,110.4,112.7,9.46,7.94,92.5,83.9,72.7,101,94.5,83.2,166.7,177.5,147,170.2,149.5,173.6,"High","High","High","High","High","High"
"Ag00001aa041522_T001",TRUE,"Master Protein","Ag00001aa041522_T001",18,8,16,621,NA,0.753,0.175934828489269,0.458515479102363,147.1,110.7,3.25,8.77,1106.1,952.3,937.3,888.2,948.3,832.7,1992.9,2014.8,1894.6,1496.3,1500.1,1737.9,"High","High","High","High","High","High"
"Ag00001aa142770_T001",TRUE,"Master Protein","Ag00001aa142770_T001",23,11,17,598,NA,1.221,0.235510935366902,0.567091489585359,85,103.7,17.01,6.92,270.7,164,222.6,326,377.5,249.7,487.7,347,450,549.2,597.2,521.1,"High","High","High","High","High","High"
"Ag00001aa004163_T002",TRUE,"Master Protein","Ag00001aa004163_T002",6,11,12,2183,NA,1.469,0.063807383776571,0.218165742445219,60.6,89.1,21.44,16.42,161.9,89,120.8,255.2,226.8,148.7,291.7,188.3,244.2,429.9,358.8,310.3,"High","High","High","High","High","High"
"Ag00001aa133433_T002",TRUE,"Master Protein","Ag00001aa133433_T002",22,7,22,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa096211_T001",TRUE,"Master Protein","Ag00001aa096211_T001",26,8,15,497,NA,0.996,0.999734646543235,1,72,71.8,9.03,4.7,89.8,72.4,90.2,95.7,106.1,73.2,161.8,153.2,182.3,161.2,167.8,152.8,"High","High","High","High","High","High"
"Ag00001aa007662_T001",TRUE,"Master Protein","Ag00001aa007662_T001",16,4,9,348,NA,1.484,0.796464484140569,1,53,78.7,3.63,9.25,31.1,24.7,27.3,48.6,53.2,33.8,56,52.3,55.2,81.9,84.2,70.5,"High","High","High","High","High","High"
"Ag00001aa003682_T001",TRUE,"Master Protein","Ag00001aa003682_T001",26,7,11,342,NA,1.841,0.0117032734129862,0.0651469465371177,31.6,58.1,34.14,10.28,3,3,5,8.2,7.3,5.6,5.4,6.3,10.1,13.8,11.5,11.7,"High","High","High","High","High","High"
"Ag00001aa033312_T001",TRUE,"Master Protein","Ag00001aa033312_T001",54,8,14,206,NA,0.583,3.03207493812518e-05,0.00103542318374143,168.1,98,10.18,8.54,319.5,321.2,281.6,199.3,202.1,180.5,575.7,679.6,569.2,335.8,319.7,376.7,"High","High","High","High","High","High"
"Ag00001aa094852_T001",TRUE,"Master Protein","Ag00001aa094852_T001",14,13,19,1125,NA,0.736,0.255592961894765,0.598870917106421,117.7,86.6,9.27,9.18,224.9,163.1,202.3,177,184.6,165,405.2,345.1,408.9,298.2,292,344.4,"High","High","High","High","High","High"
"Ag00001aa028790_T001",TRUE,"Master Protein","Ag00001aa028790_T001",15,5,22,452,NA,0.689,0.0203750669187431,0.0981513792316671,155,106.8,13.38,15.02,259.8,201.6,273.7,186.6,203.9,195.9,468.1,426.5,553.3,314.4,322.6,408.9,"High","High","High","High","High","High"
"Ag00001aa006183_T002",TRUE,"Master Protein","Ag00001aa006183_T002",55,5,28,137,NA,1.12,0.430568965923392,0.867910517695558,80.9,90.6,2.57,11.16,369.5,312.4,313.9,478.5,468,308.6,665.7,661,634.5,806.1,740.3,644.1,"High","High","High","High","High","High"
"Ag00001aa089624_T001",TRUE,"Master Protein","Ag00001aa089624_T001",9,9,14,1219,NA,1.172,0.571594011333091,1,114.1,133.8,21.87,9.92,430.4,235.1,346.7,504.4,519.3,336.3,775.5,497.4,700.8,849.7,821.5,701.9,"High","High","High","High","High","High"
"Ag00001aa153239_T001",TRUE,"Master Protein","Ag00001aa153239_T001",26,8,16,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa075505_T001",TRUE,"Master Protein","Ag00001aa075505_T001",13,7,15,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","Not Found","High","High","High","High"
"Ag00001aa001409_T002",TRUE,"Master Protein","Ag00001aa001409_T002",29,6,13,334,NA,0.914,0.692959201398249,1,91.4,83.6,14.31,8.03,245.4,240,188.4,215.9,269.8,193.7,442.1,507.8,380.8,363.7,426.8,404.3,"High","High","High","High","High","High"
"Ag00001aa021295_T001",TRUE,"Master Protein","Ag00001aa021295_T001",37,6,14,224,NA,1.268,0.794647420613983,1,39.1,49.6,13.56,11.31,21.2,18.9,24.2,31.5,26.9,24.3,38.2,40,48.9,53.1,42.6,50.7,"High","High","High","High","High","High"
"Ag00001aa068005_T001",TRUE,"Master Protein","Ag00001aa068005_T001",31,5,14,213,NA,0.928,0.999870897132784,1,44,40.8,5.07,23.23,20.1,16.9,19.4,26.4,17.9,16.1,36.2,35.8,39.2,44.5,28.3,33.6,"High","High","High","High","High","High"
"Ag00001aa128662_T001",TRUE,"Master Protein","Ag00001aa128662_T001",21,6,11,463,NA,1.015,0.999602062875488,1,68.2,69.2,8.66,8.3,176.1,134.7,132.5,171.7,162.7,145.3,317.3,285,267.8,289.3,257.4,303.2,"High","High","High","High","High","High"
"Ag00001aa136700_T001",TRUE,"Master Protein","Ag00001aa136700_T001",28,5,14,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa079300_T001",TRUE,"Master Protein","Ag00001aa079300_T001",16,9,14,796,NA,1.052,0.998618525605208,1,101.3,106.7,9.44,9.31,267.2,188.3,217.5,289.2,292.5,194.2,481.4,398.4,439.6,487.2,462.7,405.3,"High","High","High","High","High","High"
"Ag00001aa123995_T001",TRUE,"Master Protein","Ag00001aa123995_T001",42,6,18,212,NA,1.47,0.516905567403711,0.982244658203084,30.1,44.3,9.08,4.37,115.6,84.3,88.5,152.4,166.2,133.8,208.3,178.4,178.9,256.7,262.9,279.2,"High","High","High","High","High","High"
"Ag00001aa153269_T002",TRUE,"Master Protein","Ag00001aa153269_T002",47,5,11,176,NA,1.916,0.40745953883881,0.833093632506594,7,13.3,0.34,74.99,0,2.4,2.5,10.4,3.4,0,0,5.1,5.1,17.5,5.4,0,"Not Found","High","High","High","High","Not Found"
"Ag00001aa038737_T001",TRUE,"Master Protein","Ag00001aa038737_T001",18,7,12,544,NA,0.924,0.999999973904921,1,114,105.4,31.24,8.08,145.6,163.7,89.9,164.2,153.3,115,262.3,346.3,181.7,276.6,242.5,240,"High","High","High","High","High","High"
"Ag00001aa113585_T001",TRUE,"Master Protein","Ag00001aa113585_T001",13,12,17,1172,NA,1.098,0.736069852355346,1,103.4,113.5,16.42,10.05,309.1,200.3,288.7,368.3,386.5,246.7,556.9,423.8,583.6,620.5,611.4,514.9,"High","High","High","High","High","High"
"Ag00001aa089777_T001",TRUE,"Master Protein","Ag00001aa089777_T001",18,5,12,347,NA,1.127,0.546640233959479,1,132.2,149,10.09,7.96,567.7,453.7,413.8,642.1,640.6,568.4,1022.8,959.9,836.4,1081.7,1013.4,1186.3,"High","High","High","High","High","High"
"Ag00001aa022599_T001",TRUE,"Master Protein","Ag00001aa022599_T001",26,8,21,351,NA,2.234,0.19011603793267,0.483526022211174,16.4,36.7,5.57,35.47,64.7,60.7,63.7,160.4,181.4,236.3,116.6,128.4,128.8,270.2,287,493.2,"High","High","High","High","High","High"
"Ag00001aa047478_T001",TRUE,"Master Protein","Ag00001aa047478_T001",29,4,16,118,NA,1.284,0.927859793236664,1,64.7,83.1,26.33,4.09,166.4,212.4,141.2,228.5,233.9,192.4,299.8,449.4,285.4,384.9,370,401.5,"High","High","High","High","High","High"
"Ag00001aa129378_T001",TRUE,"Master Protein","Ag00001aa129378_T001",39,8,13,274,NA,1.163,0.792037378675613,1,38.7,45,10.79,16.41,124.6,86,97,164.3,144.2,96.1,224.5,182,196.1,276.8,228.1,200.6,"High","High","High","High","High","High"
"Ag00001aa066149_T001",TRUE,"Master Protein","Ag00001aa066149_T001",67,6,12,110,NA,0.468,0.00165060524710869,0.0159189376629841,159.6,74.7,18.02,7.08,162.9,178.3,209.3,102.6,124.4,84.6,293.5,377.2,423.1,172.8,196.8,176.6,"High","High","High","High","High","High"
"Ag00001aa044642_T003",TRUE,"Master Protein","Ag00001aa044642_T003",20,7,18,527,NA,0.96,0.981873831180665,1,86.8,83.4,1.55,6.27,97.8,85.2,89.8,95.5,115.3,82.9,176.2,180.3,181.5,160.9,182.4,173,"High","High","High","High","High","High"
"Ag00001aa123093_T001",TRUE,"Master Protein","Ag00001aa123093_T001",20,9,14,558,NA,0.801,0.358455477628264,0.763620052260908,126.2,101.2,2.39,4.62,448.5,367.1,383.1,343,393.4,301.9,808.1,776.7,774.4,577.8,622.3,630.1,"High","High","High","High","High","High"
"Ag00001aa104392_T001",TRUE,"Master Protein","Ag00001aa104392_T001",19,8,13,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa022502_T002",TRUE,"Master Protein","Ag00001aa022502_T002",33,4,10,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa073725_T001",TRUE,"Master Protein","Ag00001aa073725_T001",51,4,21,121,NA,0.69,0.000209338859324726,0.00385610591256891,138,95.2,8.54,8.16,469.1,464.4,423.5,350.4,360.2,318.2,845.2,982.5,856.1,590.3,569.8,664.1,"High","High","High","High","High","High"
"Ag00001aa031546_T001",TRUE,"Master Protein","Ag00001aa031546_T001",26,7,12,349,NA,0.46,2.57143773338964e-05,0.000913454393637487,194.2,89.3,8.79,7.35,642,569.8,675.5,315.7,350.5,293.5,1156.7,1205.5,1365.4,531.8,554.5,612.5,"High","High","High","High","High","High"
"Ag00001aa071942_T001",TRUE,"Master Protein","Ag00001aa071942_T001",27,10,13,478,NA,1.377,0.221517714832241,0.541548333409365,77.3,106.4,4.77,5.88,131,102.3,108.3,178.9,180.2,153.6,236,216.4,218.9,301.4,285.1,320.6,"High","High","High","High","High","High"
"Ag00001aa068351_T001",TRUE,"Master Protein","Ag00001aa068351_T001",17,6,16,582,NA,0.736,0.317063064505678,0.698928623467801,164.7,121.3,16.08,8.76,76.6,48.8,68.8,58.2,73,48.7,138,103.2,139.1,98,115.5,101.6,"High","High","High","High","High","High"
"Ag00001aa045897_T001",TRUE,"Master Protein","Ag00001aa045897_T001",22,7,12,394,NA,1.358,0.393545230971134,0.816480470487244,18.3,24.9,8.9,11.67,41.8,31.6,31.4,56.7,57.4,36.4,75.3,66.9,63.5,95.5,90.8,76,"High","High","High","High","High","High"
"Ag00001aa029231_T001",TRUE,"Master Protein","Ag00001aa029231_T001",32,3,14,149,"Met-loss [N-Term]",0.721,0.0014073313201951,0.0143232917797483,115.3,83.2,4.41,5.6,280.1,260.5,260.4,225.3,223.4,189.3,504.7,551.1,526.4,379.6,353.4,395.1,"High","High","High","High","High","High"
"Ag00001aa065369_T001",TRUE,"Master Protein","Ag00001aa065369_T001",8,10,13,1319,NA,1.258,0.011842720593502,0.0657236526348577,119.4,150.2,16.46,1.81,507,324.9,466,682.3,747.7,548.2,913.5,687.4,942,1149.4,1182.8,1144.1,"High","High","High","High","High","High"
"Ag00001aa018649_T001",TRUE,"Master Protein","Ag00001aa018649_T001",26,10,27,371,NA,7.037,2.36392198971203e-06,0.000465527470126367,48.4,340.3,17.8,14.84,39.2,26.2,25,261.9,246.6,156.6,70.6,55.4,50.5,441.2,390.1,326.8,"High","High","High","High","High","High"
"Ag00001aa001280_T001",TRUE,"Master Protein","Ag00001aa001280_T001",40,7,24,223,NA,1.08,0.660572258602442,1,103.7,112,13.57,1.15,56.2,52.2,41.6,64.3,69.1,53.1,101.3,110.4,84.1,108.3,109.3,110.8,"High","High","High","High","High","High"
"Ag00001aa009709_T001",TRUE,"Master Protein","Ag00001aa009709_T001",40,7,12,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","Not Found","Not Found","High","High","High"
"Ag00001aa143704_T001",TRUE,"Master Protein","Ag00001aa143704_T001",16,6,12,662,NA,0.856,0.340194573081715,0.736287607077521,151.9,130,5.07,28.96,52.8,40.7,44.2,45.4,52.2,21.9,95.1,86.1,89.3,76.5,82.6,45.7,"High","High","High","High","High","High"
"Ag00001aa096657_T002",TRUE,"Master Protein","Ag00001aa096657_T002",18,8,13,510,NA,0.591,0.937600333631799,1,15.7,9.3,29.59,72.69,4.9,2.9,5.6,8.4,2.4,2.5,8.8,6.1,11.3,14.2,3.8,5.2,"High","High","High","High","High","High"
"Ag00001aa009659_T001",TRUE,"Master Protein","Ag00001aa009659_T001",21,9,14,659,NA,0.815,0.945367693355409,1,97,79.1,13.28,6.57,254.4,169.9,225.5,210.4,234.9,193.2,458.4,359.5,455.8,354.5,371.6,403.2,"High","High","High","High","High","High"
"Ag00001aa046618_T001",TRUE,"Master Protein","Ag00001aa046618_T001",47,8,15,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa024279_T001",TRUE,"Master Protein","Ag00001aa024279_T001",25,9,24,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa109972_T001",TRUE,"Master Protein","Ag00001aa109972_T001",61,5,16,109,NA,0.648,0.190903266319559,0.48495899562965,129.6,84,8.54,3.16,826,819.7,856.1,672.3,674.7,537.5,1488.2,1734.3,1730.5,1132.6,1067.3,1121.8,"High","High","High","High","High","High"
"Ag00001aa090091_T001",TRUE,"Master Protein","Ag00001aa090091_T001",35,5,28,182,NA,1.142,0.474033481649893,0.930193633704359,115.8,132.2,6.99,2.26,860.7,637.5,729.1,998.7,1025.3,810.1,1550.7,1348.8,1473.8,1682.5,1621.9,1690.7,"High","High","High","High","High","High"
"Ag00001aa031593_T001",TRUE,"Master Protein","Ag00001aa031593_T001",18,5,9,457,NA,0.794,0.547963079492717,1,39.9,31.6,6.35,4.94,23.9,22.8,23.8,22.8,22.2,18.3,43.1,48.2,48.1,38.4,35.1,38.2,"High","High","High","High","High","High"
"Ag00001aa088667_T001",TRUE,"Master Protein","Ag00001aa088667_T001",28,7,28,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa039531_T001",TRUE,"Master Protein","Ag00001aa039531_T001",43,8,19,221,NA,1.633,0.191343434514695,0.485750074270704,15.5,25.4,26.53,58.54,5.6,5.9,8.4,12.1,9.6,21.3,10.1,12.5,17,20.4,15.2,44.5,"High","High","High","High","High","High"
"Ag00001aa012688_T001",TRUE,"Master Protein","Ag00001aa012688_T001",41,8,13,237,NA,1.19,0.790996600847502,1,106.9,127.2,8.95,1.92,295.1,247.7,303.7,370.4,399.8,310.5,531.7,524.1,613.9,624,632.4,648,"High","High","High","High","High","High"
"Ag00001aa125991_T001",TRUE,"Master Protein","Ag00001aa125991_T001",15,8,11,762,NA,0.471,0.00243154649651922,0.0210692425037708,170.5,80.3,14.31,2.9,352.7,266.3,369.9,178.1,189.2,136.5,635.5,563.4,747.7,300,299.3,284.9,"High","High","High","High","High","High"
"Ag00001aa054355_T001",TRUE,"Master Protein","Ag00001aa054355_T001",14,8,15,770,NA,0.704,0.896223556469145,1,168.9,119,39.25,18.58,495.8,575.6,261.1,455.4,397.7,253.8,893.3,1217.8,527.8,767.2,629.1,529.7,"High","High","High","High","High","High"
"Ag00001aa151968_T001",TRUE,"Master Protein","Ag00001aa151968_T001",24,6,17,370,NA,0.858,0.856383265002977,1,143.6,123.2,19.79,9.09,326.5,216.1,338.7,299.5,324.1,207.4,588.3,457.2,684.6,504.6,512.7,432.9,"High","High","High","High","High","High"
"Ag00001aa118857_T001",TRUE,"Master Protein","Ag00001aa118857_T001",45,7,22,223,NA,1.401,0.505184077175123,0.969286606020446,57.7,80.9,19.42,12.3,70.4,44,45,85.3,70.9,62.5,126.8,93.1,91,143.7,112.2,130.4,"High","High","High","High","High","High"
"Ag00001aa042890_T001",TRUE,"Master Protein","Ag00001aa042890_T001",18,6,10,595,NA,1.423,0.0780323868824987,0.254547690397049,58,82.5,10.75,11.73,173.6,120.2,134.3,229.3,235.9,221.2,312.8,254.3,271.5,386.3,373.2,461.7,"High","High","High","High","High","High"
"Ag00001aa110095_T001",TRUE,"Master Protein","Ag00001aa110095_T001",47,8,22,159,NA,0.649,0.000418417991760789,0.00624118351164591,158.9,103.2,9.75,7.19,771.3,794.6,736.6,573.8,562.8,492.7,1389.7,1681.2,1488.9,966.7,890.3,1028.3,"High","High","High","High","High","High"
"Ag00001aa112210_T001",TRUE,"Master Protein","Ag00001aa112210_T001",37,4,29,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa010555_T001",TRUE,"Master Protein","Ag00001aa010555_T001",25,10,13,552,NA,0.906,0.556010424653685,1,100.9,91.4,8.17,3.03,358.4,259.9,306.1,322.2,364.6,268.5,645.7,549.9,618.7,542.8,576.8,560.4,"High","High","High","High","High","High"
"Ag00001aa104792_T004",TRUE,"Master Protein","Ag00001aa104792_T004",30,7,13,343,NA,0.766,0.37680054074818,0.789158921823532,78.3,60,15.88,10.43,201.1,165.1,132,186,169.2,124.1,362.3,349.3,266.8,313.3,267.7,259,"High","High","High","High","High","High"
"Ag00001aa019610_T001",TRUE,"Master Protein","Ag00001aa019610_T001",18,9,15,579,NA,0.839,0.865319848475232,1,43.2,36.2,14.25,8.28,4.5,3.3,4.6,4.6,4.3,3.2,8.1,7,9.3,7.7,6.8,6.7,"High","High","High","High","High","High"
"Ag00001aa028596_T001",TRUE,"Master Protein","Ag00001aa028596_T001",34,10,12,499,NA,0.949,0.940942286699214,1,96.3,91.4,4.48,3.85,95.8,78.1,89.4,93.2,107.2,78.5,172.6,165.2,180.7,157,169.6,163.8,"High","High","High","High","High","High"
"Ag00001aa044449_T001",TRUE,"Master Protein","Ag00001aa044449_T001",45,6,28,166,NA,0.828,0.707340858925634,1,145.5,120.5,2.45,5.84,1498.4,1303.3,1402.4,1451.6,1377.1,1094.3,2699.7,2757.4,2834.8,2445.5,2178.4,2283.9,"High","High","High","High","High","High"
"Ag00001aa015617_T001",TRUE,"Master Protein","Ag00001aa015617_T001",47,8,15,204,NA,0.87,0.774524631599878,1,127.5,111,3.86,5.39,546.3,502.6,506.5,526.4,616.1,427,984.3,1063.4,1023.8,886.8,974.6,891.2,"High","Not Found","Not Found","High","Not Found","Not Found"
"Ag00001aa030713_T001",TRUE,"Master Protein","Ag00001aa030713_T001",50,4,10,114,NA,1.67,0.398421113756634,0.819823898907546,57.7,96.4,21.61,5.32,121.3,72.1,76,166.7,162.1,122.9,218.5,152.5,153.6,280.8,256.4,256.5,"High","High","High","High","High","High"
"Ag00001aa007574_T001",TRUE,"Master Protein","Ag00001aa007574_T001",28,6,27,263,NA,2.879,0.00136605045326943,0.0139927712093383,42.7,123.1,15.93,2.91,279.1,187.5,186.4,705.5,722.1,538.3,502.9,396.7,376.8,1188.5,1142.3,1123.5,"High","High","High","High","High","High"
"Ag00001aa048970_T001",TRUE,"Master Protein","Ag00001aa048970_T001",31,7,14,309,NA,1.047,0.993354304355178,1,79.8,83.5,10.27,5.16,124.5,125,109.2,140,148.5,103,224.3,264.5,220.7,235.9,234.9,215,"High","High","High","High","High","High"
"Ag00001aa071439_T002",TRUE,"Master Protein","Ag00001aa071439_T002",17,5,11,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa022458_T001",TRUE,"Master Protein","Ag00001aa022458_T001",54,6,28,160,"Met-loss+Acetyl [N-Term]",1.036,0.999962683335751,1,38.6,40,12.02,5.32,59.7,45.4,60.4,65.3,76.6,53.4,107.6,96.1,122.1,110,121.2,111.4,"High","High","High","High","High","High"
"Ag00001aa003845_T001",TRUE,"Master Protein","Ag00001aa003845_T001",28,7,11,456,"Met-loss [N-Term]",1.231,0.0255610483272659,0.115327114883345,43.6,53.6,5,8.1,59.2,46.9,48,72.5,73.9,65.4,106.7,99.2,97,122.1,116.9,136.5,"High","High","High","High","High","High"
"Ag00001aa081539_T003",TRUE,"Master Protein","Ag00001aa081539_T003",15,7,10,751,NA,1.758,0.00644309127906995,0.0427911740674035,88.7,156,8.93,9.78,16.7,16.5,17.6,31.3,40.3,29.4,30.1,34.9,35.6,52.7,63.8,61.4,"High","High","High","High","High","High"
"Ag00001aa009234_T002",TRUE,"Master Protein","Ag00001aa009234_T002",19,8,11,545,NA,1.23,0.107566133997808,0.322063355102594,87.7,107.9,4.2,3.31,298.6,240.8,273.9,394,395.4,317.1,538,509.5,553.7,663.8,625.5,661.8,"High","High","High","High","High","High"
"Ag00001aa075695_T001",TRUE,"Master Protein","Ag00001aa075695_T001",47,5,13,176,NA,0.65,0.00179281247840035,0.0168151375453439,142.2,92.4,8.73,5.31,353.5,317.1,372.8,279.5,275.5,204.1,636.9,670.9,753.6,470.9,435.8,426,"High","High","High","High","High","High"
"Ag00001aa009930_T001",TRUE,"Master Protein","Ag00001aa009930_T001",20,8,26,475,NA,0.755,0.169371116829212,0.445206213138631,154.2,116.4,8.47,3.29,724.1,728.4,729.4,660.4,669.1,540.1,1304.6,1541.1,1474.4,1112.6,1058.5,1127.2,"High","High","High","High","High","High"
"Ag00001aa029877_T001",TRUE,"Master Protein","Ag00001aa029877_T001",14,8,17,750,NA,0.632,0.0553907433104944,0.197737570398225,127.6,80.6,16.39,11.77,573.1,599.1,456.6,445.9,376.9,312.6,1032.6,1267.5,923,751.2,596.2,652.4,"High","High","High","High","High","High"
"Ag00001aa098816_T001",TRUE,"Master Protein","Ag00001aa098816_T001",63,5,19,115,NA,0.827,0.0363957117766097,0.147472744545989,105.2,87,15.49,2.38,571.9,583.2,450,505.6,523,415.6,1030.4,1233.9,909.6,851.8,827.3,867.4,"High","High","High","High","High","High"
