"Checked","Protein_FDR_Confidence_Combined","Master","Accession","Description","Exp_q_value_Combined","Sum_PEP_Score","Coverage","Peptides","PSMs","Unique_Peptides","AAs","MW_kDa","calc_pI","Score_Sequest_HT_Sequest_HT","Peptides_by_Search_Engine_Sequest_HT","Biological_Process","Cellular_Component","Molecular_Function","Pfam_IDs","Entrez_Gene_ID","Gene_ID","Gene_Symbol","Ensembl_Gene_ID","Protein_Pathway_Groups","Razor_Peptides","Abundance_Ratio_Winter_Summer","Abundance_Ratio_P_Value_Winter_Summer","Abundances_Grouped_Summer","Abundances_Grouped_Winter","Abundances_Grouped_CV_Summer","Abundances_Grouped_CV_Winter","Abundance_C002_summer","Abundance_C004_summer","Abundance_C022_summer","Abundance_C031_summer","Abundance_C071-1_summer","Abundance_C071-2_summer","Abundance_C071-3_summer","Abundance_C076_summer","Abundance_C002_winter","Abundance_C004_winter","Abundance_C022_winter","Abundance_C031_winter","Abundance_C071-1_winter","Abundance_C071-2_winter","Abundance_C071-3_winter","Abundance_C076_winter","Abundances_Normalized_C002_summer","Abundances_Normalized_C004_summer","Abundances_Normalized_C022_summer","Abundances_Normalized_C031_summer","Abundances_Normalized_C071-1_summer","Abundances_Normalized_C071-2_summer","Abundances_Normalized_C071-3_summer","Abundances_Normalized_C076_summer","Abundances_Normalized_C002_winter","Abundances_Normalized_C004_winter","Abundances_Normalized_C022_winter","Abundances_Normalized_C031_winter","Abundances_Normalized_C071-1_winter","Abundances_Normalized_C071-2_winter","Abundances_Normalized_C071-3_winter","Abundances_Normalized_C076_winter","Found_in_Sample_S369_C002_summer","Found_in_Sample_S370_C004_summer","Found_in_Sample_S371_C022_summer","Found_in_Sample_S372_C031_summer","Found_in_Sample_S373_C071-1_summer","Found_in_Sample_S374_C071-2_summer","Found_in_Sample_S375_C071-3_summer","Found_in_Sample_S376_C076_summer","Found_in_Sample_S377_C002_winter","Found_in_Sample_S378_C004_winter","Found_in_Sample_S379_C022_winter","Found_in_Sample_S380_C031_winter","Found_in_Sample_S381_C071-1_winter","Found_in_Sample_S382_C071-2_winter","Found_in_Sample_S383_C071-3_winter","Found_in_Sample_S384_C076_winter","Protein_Groups","Modifications"
TRUE,"High","Master Protein","TdactyloidesS_mRNA55942","TdactyloidesS_mRNA55942",0,176.09,59,27,118,9,482,53,8.07,406.42,27,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA55942",NA,NA,0,0,0.874,0.653474215205723,106.7,93.3,51.75,35.04,373.7,255.6,236.4,321.6,1269.5,937.6,1594.2,333.9,345.5,213.4,297.1,306.8,502.5,299.4,573.9,166.5,1332,563.4,777.4,658.6,2170.8,937.6,1680.1,724.5,828.7,465,890.7,601.5,1251.4,672,942.7,466.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA57163","TdactyloidesS_mRNA57163",0,113.294,42,16,49,16,568,63.3,6.49,195.69,16,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA57163",NA,NA,0,0,0.874,0.653519092843255,106.7,93.3,26.95,26.44,376.3,498,463.5,426.3,1210.4,1589,1740.7,883.4,595.4,326.2,362.9,504.5,534.4,619.5,1083.8,553.9,1341.3,1097.6,1524.1,873.1,2069.7,1589,1834.5,1916.9,1428.1,710.8,1087.9,989,1330.9,1390.4,1780.4,1551.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA43215","TdactyloidesS_mRNA43215",0,19.921,43,6,9,6,195,21.3,4.92,28.53,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43215",NA,NA,0,0,0.794,0.653717941371681,111.5,88.5,19.24,22.7,48,99,62.8,83.4,67.1,173.8,137.5,73.2,50.6,98.9,50.8,62.8,66,66.6,75,42,171.1,218.2,206.5,170.8,114.7,173.8,144.9,158.8,121.4,215.5,152.3,123.1,164.4,149.5,123.2,117.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA37140","TdactyloidesS_mRNA37140",0,90.998,41,16,53,2,389,44.5,10.1,169.46,16,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA37140",NA,NA,0,13,1.155,0.65380254639744,92.8,107.2,9.14,16.42,621.7,924.6,655.2,973.8,1456.1,1818.6,1989.7,965.7,1044.3,833.6,803.1,1241.6,703,1230.2,1288.3,961.8,2216,2037.8,2154.5,1994.3,2489.8,1818.6,2096.9,2095.5,2504.9,1816.4,2407.6,2434.1,1750.8,2761.1,2116.3,2694.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA38555","TdactyloidesS_mRNA38555",0,45.831,47,12,20,2,326,36.3,6.54,65.41,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA38555",NA,NA,0,6,1.155,0.654332923075188,92.8,107.2,10.49,18.12,223,435.3,273.5,480.8,423.5,982.9,808.9,417.9,439.7,559.3,339.7,584.3,262.2,472.2,498.9,368,794.9,959.4,899.3,984.7,724.2,982.9,852.5,906.8,1054.7,1218.7,1018.4,1145.5,653,1059.8,819.5,1030.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA41905","TdactyloidesS_mRNA41905",0,6.206,10,2,2,2,402,44.4,7.01,8.24,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA41905",NA,NA,0,0,0.763,0.65444011760639,113.5,86.5,56.76,48.17,47.9,58.6,31.6,39,33.6,46.3,33.5,21.8,17.6,60,25.7,28,27.4,16.7,29.6,16.3,170.7,129.2,103.9,79.9,57.5,46.3,35.3,47.3,42.2,130.7,77,54.9,68.2,37.5,48.6,45.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA15547","TdactyloidesS_mRNA15547",0,76.066,39,8,33,3,288,30.7,8.85,144.91,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA15547",NA,NA,0,0,0.766,0.654479195158926,113.2,86.8,38.98,28.48,6.3,11.5,7.6,29.4,16.1,38.9,24.5,14.1,10.3,9.4,10.5,10.4,6.3,5.7,13.3,5.9,22.5,25.3,25,60.2,27.5,38.9,25.8,30.6,24.7,20.5,31.5,20.4,15.7,12.8,21.8,16.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA40211","TdactyloidesS_mRNA40211",0,13.076,7,2,3,2,701,74.1,5.24,12.59,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA40211",NA,NA,0,0,0.76,0.654711407838979,113.6,86.4,62.34,67.06,16,78.6,10.4,61.2,41.9,63.1,30.8,28.4,19.1,62.7,17.3,30.4,13.2,12.2,14.8,17.5,57,173.2,34.2,125.3,71.6,63.1,32.5,61.6,45.8,136.6,51.9,59.6,32.9,27.4,24.3,49,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA55769","TdactyloidesS_mRNA55769",0,41.546,50,6,19,1,143,16,9.36,61.09,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA55769",NA,NA,0,4,0.854,0.654907318812881,107.9,92.1,21.83,16.48,86.3,225.6,98.1,266.8,241.7,419.8,343,149.6,131.1,203.2,104.6,174.8,182.1,138.9,229.9,113.4,307.6,497.2,322.6,546.4,413.3,419.8,361.5,324.6,314.5,442.8,313.6,342.7,453.5,311.7,377.7,317.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA40682","TdactyloidesS_mRNA40682",0,20.322,7,5,5,5,1203,134.3,5.76,18.63,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA40682",NA,NA,0,0,1.071,0.654977146521492,96.6,103.4,27.45,20.17,22.4,31.8,32.2,24.3,32.4,49.7,59.4,33.7,36.1,27.3,18.2,40.7,18.1,32.1,42.7,25.6,79.8,70.1,105.9,49.8,55.4,49.7,62.6,73.1,86.6,59.5,54.6,79.8,45.1,72,70.1,71.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA52045","TdactyloidesS_mRNA52045",0,93.98,74,15,46,2,314,35.2,6.86,166.95,15,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA52045",NA,NA,0,13,0.875,0.65502750930555,106.7,93.3,21.42,9.88,426.7,1012.2,576.6,1451.1,1215,2897.4,2098.6,1020.2,745.3,980.1,717,962,938.3,799.9,1209.1,666.6,1521,2230.9,1896,2971.8,2077.6,2897.4,2211.6,2213.7,1787.7,2135.6,2149.5,1885.9,2336.8,1795.3,1986.2,1867.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA46611","TdactyloidesS_mRNA46611",0,67.522,36,6,23,6,315,34.2,6.25,105.5,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA46611",NA,NA,0,0,0.803,0.655186898055705,110.9,89.1,15.05,16.97,45.8,89.6,50.8,112.1,133.5,248,183.2,88.5,67.3,77.5,50.8,66.7,83.2,62.7,121.2,51,163.3,197.5,167,229.6,228.3,248,193.1,192,161.4,168.9,152.3,130.8,207.2,140.7,199.1,142.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA56236","TdactyloidesS_mRNA56236",0,26.364,36,6,8,6,228,26.5,6.62,26.8,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA56236",NA,NA,0,0,1.079,0.655210670373974,96.2,103.8,28.26,20.92,33.6,58.9,36.2,37.2,37.9,65.9,82.9,36.2,33.4,62.2,41.9,43.4,34.7,41.2,62.2,30.3,119.8,129.8,119,76.2,64.8,65.9,87.4,78.6,80.1,135.5,125.6,85.1,86.4,92.5,102.2,84.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA55137","TdactyloidesS_mRNA55137",0,7.622,28,3,3,3,157,17.1,9.76,7.07,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA55137",NA,NA,0,0,1.068,0.655298568313655,96.7,103.3,29.58,15.05,27.7,65.8,46.5,118.2,78.9,120.4,121.3,61.3,52.8,72.7,62.1,76.4,54.2,60.9,76.1,62.1,98.7,145,152.9,242.1,134.9,120.4,127.8,133,126.6,158.4,186.2,149.8,135,136.7,125,174,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA65116","TdactyloidesS_mRNA65116",0,75.507,44,11,29,5,311,33.7,5.99,106.83,11,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA65116",NA,NA,0,4,0.844,0.655330666477686,108.5,91.5,20.41,17.27,143.8,160.6,98.9,167.3,313.3,411,508.2,218.3,190.1,135.8,90.7,191.9,146.1,193.5,255.4,131.6,512.6,354,325.2,342.6,535.7,411,535.6,473.7,456,295.9,271.9,376.2,363.9,434.3,419.5,368.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA28644","TdactyloidesS_mRNA28644",0,98.808,45,15,67,2,366,38.6,9.19,236.32,15,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA28644",NA,NA,0,11,0.875,0.655452995654121,106.7,93.3,19.22,13.22,737.9,1410.6,661.3,1830.3,2177.7,3756.4,3142.1,1223.5,1216.7,1239.1,900.3,1494.2,1352.3,1011.3,1995.7,884.8,2630.2,3109,2174.5,3748.4,3723.7,3756.4,3311.3,2654.9,2918.4,2699.9,2699,2929.3,3367.8,2269.8,3278.3,2478.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA53997","TdactyloidesS_mRNA53997",0,82.942,40,21,37,8,530,58.3,6.09,117.48,21,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA53997",NA,NA,0,6,1.154,0.655554525624487,92.9,107.1,13.25,6.12,254,559.3,326.5,489.9,501.2,1020.1,956.4,572.6,493.2,575.3,410.3,631,428.6,515.7,655.3,405.5,905.4,1232.7,1073.6,1003.3,857,1020.1,1007.9,1242.5,1183,1253.5,1230.1,1237,1067.4,1157.4,1076.5,1135.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA13696","TdactyloidesS_mRNA13696",0,30.553,38,8,17,1,223,25.7,5.31,51.45,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA13696",NA,NA,0,4,0.809,0.655602792401365,110.6,89.4,17.71,10.58,49.5,105.5,56.1,115.6,164.4,253.5,248.1,84.4,80.6,92.7,54.4,94.2,84.7,83,129.7,57,176.4,232.5,184.5,236.7,281.1,253.5,261.5,183.1,193.3,202,163.1,184.7,210.9,186.3,213.1,159.7,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA9452","TdactyloidesS_mRNA9452",0,42.598,44,8,28,6,227,24.4,5.44,90.67,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA9452",NA,NA,0,0,0.875,0.655800865341817,106.7,93.3,16.16,8.99,295.9,467.9,367.5,481,486.6,844.6,857.5,333.2,289,427.5,285.1,419.4,319.6,359.4,504.6,327.7,1054.7,1031.3,1208.4,985.1,832.1,844.6,903.7,723,693.2,931.5,854.7,822.2,795.9,806.6,828.9,918,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA5095","TdactyloidesS_mRNA5095",0,35.491,17,12,14,10,910,101.4,8.6,39.49,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5095",NA,NA,0,0,0.809,0.655896655280021,110.5,89.5,36.89,19.11,56,142.5,60.3,143.8,122.6,122.3,113.6,64.8,78.9,90.5,62.7,89.6,54.3,59.4,71.3,52.7,199.6,314.1,198.3,294.5,209.6,122.3,119.7,140.6,189.2,197.2,188,175.7,135.2,133.3,117.1,147.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA56470","TdactyloidesS_mRNA56470",0,171.97,63,20,116,13,308,34.5,8.05,434.67,20,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA56470",NA,NA,0,6,1.154,0.656141598595279,92.9,107.1,26.2,26.49,1014,1647.2,996.5,1014.6,2083.1,3555.3,2800.8,2473.9,1531,2145.8,1464.5,1958.4,2390.7,1531,2136.4,2374.2,3614.4,3630.5,3276.8,2077.9,3562,3555.3,2951.6,5368.2,3672.3,4675.5,4390.5,3839.3,5953.9,3436.2,3509.5,6650.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA36730","TdactyloidesS_mRNA36730",0,45.939,18,10,24,9,698,76.6,6.89,78.11,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA36730",NA,NA,0,0,0.875,0.656510984746063,106.7,93.3,31.7,24.25,236.4,212.1,166.2,141.6,352.2,421.3,727.3,291.8,257.5,191.7,171.6,250,153.3,292.7,262.6,266.3,842.6,467.5,546.5,290,602.2,421.3,766.5,633.2,617.6,417.7,514.4,490.1,381.8,656.9,431.4,746,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA64286","TdactyloidesS_mRNA64286",0,8.838,9,2,2,2,258,27.7,7.87,7.6,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA64286",NA,NA,0,0,0.79,0.656788848769796,111.7,88.3,18.5,23.09,27.5,38.9,28.9,69.6,74.2,114.6,108.3,40.5,32.9,35,29.5,39.3,49.8,42.3,56.9,19.7,98,85.7,95,142.5,126.9,114.6,114.1,87.9,78.9,76.3,88.4,77,124,94.9,93.5,55.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA274","TdactyloidesS_mRNA274",0,26.137,14,5,6,5,532,58.1,9.72,22.96,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA274",NA,NA,0,0,0.795,0.65689750078822,111.4,88.6,22.68,12.74,53.1,64.5,59.2,59.6,74.5,97,135.7,66.9,59.3,47.3,37.8,61.6,36.7,51.7,69,40.3,189.3,142.2,194.7,122.1,127.4,97,143,145.2,142.2,103.1,113.3,120.8,91.4,116,113.3,112.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43140","TdactyloidesS_mRNA43140",0,28.474,28,4,8,4,262,28.7,5.96,32.32,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43140",NA,NA,0,0,1.078,0.656994644416723,96.2,103.8,14.45,16.25,25.2,28.7,28.5,42.7,48.8,67.1,88,34.4,39.3,52.7,26,46.7,42.3,33.2,56.4,26.4,89.8,63.3,93.7,87.4,83.4,67.1,92.7,74.6,94.3,114.8,77.9,91.6,105.3,74.5,92.6,74,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA67429","TdactyloidesS_mRNA67429",0,16.128,6,3,4,2,762,84.6,5.39,16.02,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA67429",NA,NA,0,0,1.081,0.657163317995056,96.1,103.9,43,24.92,8.9,15.8,20.9,10.3,16.7,21.1,44.6,17.6,15.8,9.6,7.5,19.7,9.5,17.3,22.1,12.7,31.7,34.8,68.7,21.1,28.6,21.1,47,38.2,37.9,20.9,22.5,38.6,23.7,38.8,36.3,35.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA3662","TdactyloidesS_mRNA3662",0,29.915,27,6,8,3,390,43.4,6.06,30.68,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA3662",NA,NA,0,1,0.779,0.657326471233324,112.4,87.6,14.23,11.89,33.2,52.8,29.9,49.4,45,86.2,91.6,42.8,34.7,45.9,26.3,38.4,28.9,32.5,43.8,27.3,118.3,116.4,98.3,101.2,76.9,86.2,96.5,92.9,83.2,100,78.8,75.3,72,72.9,72,76.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA46277","TdactyloidesS_mRNA46277",0,7.581,9,2,3,2,468,50.8,6.47,9.64,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA46277",NA,NA,0,0,1.056,0.657950337327593,97.3,102.7,8.26,21.28,5.8,8.9,7,10.9,14,21.7,23.1,9.1,10,13.2,6.8,11.8,7.3,10.4,13.1,12.3,20.7,19.6,23,22.3,23.9,21.7,24.3,19.7,24,28.8,20.4,23.1,18.2,23.3,21.5,34.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA42996","TdactyloidesS_mRNA42996",0,13.248,19,5,5,5,360,39.8,7.3,12.8,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA42996",NA,NA,0,0,1.074,0.65823397818083,96.4,103.6,22.86,22.7,27.3,32.1,24,27.3,33.7,46.8,68.5,35.6,32.3,49.5,23.4,38.8,22,36.1,32.7,28.9,97.3,70.7,78.9,55.9,57.6,46.8,72.2,77.2,77.5,107.9,70.2,76.1,54.8,81,53.7,81,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA49268","TdactyloidesS_mRNA49268",0,166.566,37,30,92,17,967,110.4,6.27,316.88,30,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA49268",NA,NA,0,0,0.876,0.658237403545017,106.6,93.4,16.66,17.93,236.5,336,260.5,510.9,688.4,789.9,941.1,504.3,385.2,227.4,234.5,453.9,308.4,378.1,454.2,318.4,843,740.6,856.6,1046.3,1177.1,789.9,991.8,1094.3,923.9,495.5,703,889.8,768,848.6,746.1,891.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14670","TdactyloidesS_mRNA14670",0,76.779,72,18,36,16,335,37.4,5.34,133.24,18,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14670",NA,NA,0,2,0.876,0.658239503096353,106.6,93.4,18.33,8.08,199.9,464.9,258,607.3,573.4,1070.5,750.8,392.8,340.9,346.7,271.3,402.1,357.6,314.4,452.3,313.7,712.5,1024.7,848.4,1243.7,980.5,1070.5,791.2,852.3,817.7,755.4,813.3,788.3,890.6,705.6,743,878.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA29295","TdactyloidesS_mRNA29295",0,7.12,11,3,4,1,345,38.4,8.59,10.46,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA29295",NA,NA,0,1,0.769,0.658346401456073,113.1,86.9,28.85,23.44,9.1,9,11.6,11.1,20,31.4,47.4,13.5,14.8,11.2,7.2,12,8.5,12,23.1,8.8,32.4,19.8,38.1,22.7,34.2,31.4,50,29.3,35.5,24.4,21.6,23.5,21.2,26.9,37.9,24.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA15614","TdactyloidesS_mRNA15614",0,17.972,23,6,9,6,346,35.6,8.18,28.24,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA15614",NA,NA,0,0,0.839,0.658758379841646,108.8,91.2,31.66,13.98,172.9,211.4,152.6,148.9,191.4,309.4,332.2,116.8,116,133.2,111.2,147.7,108.3,137.5,150.4,73.4,616.3,465.9,501.8,304.9,327.3,309.4,350.1,253.4,278.2,290.2,333.4,289.6,269.7,308.6,247.1,205.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA27237","TdactyloidesS_mRNA27237",0,98.486,46,14,37,14,432,46.7,6.3,149.85,14,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA27237",NA,NA,0,0,1.152,0.658789908637737,92.9,107.1,23.74,17.89,508.9,492.6,441.6,442.8,853.4,1135,1100.4,783.2,423.7,469.9,497.4,765,662.6,695.8,991.5,519.6,1814,1085.7,1452.1,906.9,1459.3,1135,1159.7,1699.5,1016.3,1023.9,1491.2,1499.7,1650.2,1561.7,1628.7,1455.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA52441","TdactyloidesS_mRNA52441",0,6.396,5,3,3,3,846,92.3,6.1,8.63,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA52441",NA,NA,0,0,0.823,0.658885355472578,109.7,90.3,29.61,12.88,115.2,143.9,132.1,147.7,138.6,201.8,214.7,108.6,104.7,123.2,70.7,116.9,75.9,108.4,118,72.6,410.6,317.2,434.4,302.5,237,201.8,226.3,235.7,251.1,268.4,212,229.2,189,243.3,193.8,203.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA60457","TdactyloidesS_mRNA60457",0,30.537,32,7,16,1,246,27.3,10.18,43.32,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA60457",NA,NA,0,1,1.075,0.659073701009092,96.4,103.6,53.82,41.99,28.5,86.4,55.9,96.9,47,66.2,48.2,29.8,28,72.4,53.7,66.3,25.7,33.2,33.8,45.2,101.6,190.4,183.8,198.5,80.4,66.2,50.8,64.7,67.2,157.8,161,130,64,74.5,55.5,126.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10249","TdactyloidesS_mRNA10249",0,12.104,10,4,5,4,584,64.5,8.29,16.93,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10249",NA,NA,0,0,1.076,0.659412177708894,96.3,103.7,29.88,31.15,58.7,85.2,58.3,44.3,70.6,100.6,131,83.3,100.5,84,40.8,99.3,35.2,70.3,71,68.1,209.2,187.8,191.7,90.7,120.7,100.6,138.1,180.8,241.1,183,122.3,194.7,87.7,157.8,116.6,190.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA28055","TdactyloidesS_mRNA28055",0,107.307,42,24,34,24,780,87.4,6.23,117.07,24,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA28055",NA,NA,0,0,1.152,0.659693067417225,92.9,107.1,16.68,9.29,178.4,230.9,180.2,212.1,236.7,414.2,476,222.5,275.9,253,190.6,275.7,201,259.5,342.4,230.8,635.9,508.9,592.5,434.4,404.7,414.2,501.6,482.8,661.8,551.3,571.4,540.5,500.6,582.4,562.5,646.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA329","TdactyloidesS_mRNA329",0,46.26,32,14,20,6,580,63.6,8.95,57.87,14,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA329",NA,NA,0,5,0.877,0.660254345574765,106.6,93.4,25.91,16.11,386.3,290.9,355.6,406.8,495.6,766.1,942.6,367.9,344.3,262.1,272.7,397.6,245.1,407.2,403.8,248.5,1376.9,641.2,1169.3,833.1,847.4,766.1,993.4,798.3,825.8,571.1,817.5,779.5,610.4,913.9,663.3,696.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA680","TdactyloidesS_mRNA680",0,62.45,47,12,27,12,454,48.5,8.31,114.37,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA680",NA,NA,0,0,1.127,0.661345283791455,94,106,23.5,16.39,149,181.4,158.2,193.5,202.7,279.9,310.3,150.2,161.2,198.7,157.9,238.3,195.5,179.5,233.4,99.4,531.1,399.8,520.2,396.3,346.6,279.9,327,325.9,386.7,433,473.4,467.2,486.9,402.9,383.4,278.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA49421","TdactyloidesS_mRNA49421",0,28.911,14,9,12,2,910,104.2,5.96,34.09,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA49421",NA,NA,0,0,0.761,0.661476930981184,113.6,86.4,29.02,22.71,16.1,14,15.8,11.8,30.1,30.6,41.4,23.2,19.7,10.8,11.9,18.2,13.4,16.7,18.8,17.5,57.4,30.9,52,24.2,51.5,30.6,43.6,50.3,47.3,23.5,35.7,35.7,33.4,37.5,30.9,49,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
